# trial,instr,stim,isi,response,accuracy,rt,instr_onset,stim_onset,resp_onset
0.00,2.00,3.00,9.00,3.00,1.00,444.00,99.00,1273.00,1495.00
1.00,3.00,1.00,5.00,1.00,1.00,152.00,99.00,1173.00,1249.00
2.00,0.00,2.00,0.00,0.00,1.00,342.00,99.00,1048.00,1219.00
3.00,3.00,3.00,4.00,0.00,1.00,362.00,99.00,1148.00,1329.00
4.00,0.00,1.00,10.00,1.00,1.00,182.00,99.00,1298.00,1389.00
5.00,0.00,2.00,1.00,0.00,1.00,280.00,99.00,1073.00,1213.00
6.00,2.00,0.00,10.00,2.00,1.00,202.00,99.00,1298.00,1399.00
7.00,0.00,1.00,1.00,3.00,0.00,248.00,99.00,1073.00,1197.00
8.00,3.00,3.00,1.00,0.00,1.00,400.00,99.00,1073.00,1273.00
9.00,3.00,2.00,6.00,1.00,1.00,432.00,99.00,1198.00,1414.00
10.00,1.00,0.00,7.00,2.00,1.00,162.00,99.00,1223.00,1304.00
11.00,1.00,2.00,1.00,3.00,1.00,338.00,99.00,1073.00,1242.00
12.00,2.00,3.00,2.00,3.00,1.00,426.00,99.00,1098.00,1311.00
13.00,2.00,1.00,10.00,3.00,1.00,244.00,99.00,1298.00,1420.00
14.00,0.00,3.00,7.00,1.00,1.00,280.00,99.00,1223.00,1363.00
15.00,2.00,0.00,0.00,2.00,1.00,186.00,99.00,1048.00,1141.00
16.00,1.00,3.00,10.00,2.00,1.00,360.00,99.00,1298.00,1478.00
17.00,0.00,0.00,5.00,0.00,1.00,160.00,99.00,1173.00,1253.00
18.00,1.00,3.00,7.00,2.00,1.00,344.00,99.00,1223.00,1395.00
19.00,3.00,0.00,7.00,2.00,0.00,228.00,99.00,1223.00,1337.00
20.00,0.00,0.00,7.00,2.00,0.00,216.00,99.00,1223.00,1331.00
21.00,2.00,3.00,6.00,3.00,1.00,480.00,99.00,1198.00,1438.00
22.00,1.00,3.00,5.00,2.00,1.00,394.00,99.00,1173.00,1370.00
23.00,0.00,1.00,6.00,1.00,1.00,242.00,99.00,1198.00,1319.00
24.00,2.00,3.00,6.00,2.00,0.00,410.00,99.00,1198.00,1403.00
25.00,3.00,2.00,9.00,1.00,1.00,396.00,99.00,1273.00,1471.00
