# trial,instr,stim,isi,response,accuracy,rt,instr_onset,stim_onset,resp_onset
0.00,1.00,3.00,3.00,1.00,0.00,356.00,99.00,1123.00,1301.00
1.00,1.00,0.00,10.00,2.00,1.00,166.00,99.00,1298.00,1381.00
2.00,2.00,2.00,3.00,1.00,0.00,728.00,99.00,1123.00,1487.00
3.00,1.00,3.00,1.00,2.00,1.00,226.00,99.00,1073.00,1186.00
4.00,0.00,3.00,2.00,1.00,1.00,562.00,99.00,1098.00,1379.00
5.00,3.00,2.00,10.00,2.00,0.00,478.00,99.00,1298.00,1537.00
6.00,2.00,3.00,6.00,1.00,0.00,542.00,99.00,1198.00,1469.00
7.00,2.00,1.00,4.00,1.00,0.00,184.00,99.00,1148.00,1240.00
8.00,1.00,1.00,5.00,3.00,1.00,136.00,99.00,1173.00,1241.00
9.00,1.00,0.00,1.00,0.00,0.00,154.00,99.00,1073.00,1150.00
10.00,3.00,3.00,7.00,1.00,0.00,490.00,99.00,1223.00,1468.00
11.00,3.00,0.00,10.00,0.00,1.00,158.00,99.00,1298.00,1377.00
12.00,0.00,2.00,3.00,1.00,0.00,518.00,99.00,1123.00,1382.00
13.00,3.00,0.00,9.00,0.00,1.00,140.00,99.00,1273.00,1343.00
14.00,2.00,2.00,7.00,2.00,1.00,318.00,99.00,1223.00,1382.00
15.00,3.00,1.00,9.00,1.00,1.00,100.00,99.00,1273.00,1323.00
16.00,1.00,0.00,0.00,2.00,1.00,146.00,99.00,1048.00,1121.00
17.00,0.00,2.00,2.00,0.00,1.00,402.00,99.00,1098.00,1299.00
18.00,0.00,2.00,7.00,1.00,0.00,342.00,99.00,1223.00,1394.00
19.00,2.00,0.00,2.00,0.00,0.00,168.00,99.00,1098.00,1182.00
20.00,0.00,2.00,9.00,3.00,0.00,288.00,99.00,1273.00,1417.00
21.00,3.00,2.00,0.00,1.00,1.00,368.00,99.00,1048.00,1232.00
22.00,1.00,2.00,9.00,3.00,1.00,312.00,99.00,1273.00,1429.00
23.00,1.00,0.00,6.00,2.00,1.00,162.00,99.00,1198.00,1279.00
24.00,1.00,0.00,4.00,2.00,1.00,120.00,99.00,1148.00,1208.00
25.00,0.00,0.00,4.00,2.00,0.00,168.00,99.00,1148.00,1232.00
26.00,0.00,2.00,4.00,0.00,1.00,310.00,99.00,1148.00,1303.00
27.00,1.00,2.00,0.00,3.00,1.00,294.00,99.00,1048.00,1195.00
28.00,1.00,3.00,10.00,3.00,0.00,522.00,99.00,1298.00,1559.00
29.00,1.00,3.00,7.00,1.00,0.00,494.00,99.00,1223.00,1470.00
30.00,0.00,2.00,0.00,3.00,0.00,492.00,99.00,1048.00,1294.00
31.00,1.00,3.00,7.00,0.00,0.00,380.00,99.00,1223.00,1413.00
32.00,2.00,0.00,9.00,2.00,1.00,104.00,99.00,1273.00,1325.00
33.00,3.00,3.00,8.00,3.00,0.00,522.00,99.00,1248.00,1509.00
34.00,3.00,1.00,6.00,1.00,1.00,166.00,99.00,1198.00,1281.00
35.00,2.00,1.00,10.00,3.00,1.00,166.00,99.00,1298.00,1381.00
36.00,1.00,3.00,8.00,0.00,0.00,792.00,99.00,1248.00,1644.00
37.00,0.00,1.00,3.00,3.00,0.00,188.00,99.00,1123.00,1217.00
38.00,3.00,3.00,5.00,0.00,1.00,466.00,99.00,1173.00,1406.00
