# trial,instr,stim,isi,response,accuracy,rt,instr_onset,stim_onset,resp_onset
0.00,3.00,2.00,7.00,1.00,1.00,254.00,99.00,1223.00,1350.00
1.00,1.00,3.00,4.00,2.00,1.00,254.00,99.00,1148.00,1275.00
2.00,1.00,1.00,2.00,3.00,1.00,106.00,99.00,1098.00,1151.00
3.00,2.00,1.00,7.00,3.00,1.00,152.00,99.00,1223.00,1299.00
4.00,3.00,3.00,7.00,0.00,1.00,276.00,99.00,1223.00,1361.00
5.00,1.00,1.00,2.00,3.00,1.00,106.00,99.00,1098.00,1151.00
6.00,2.00,2.00,2.00,2.00,1.00,370.00,99.00,1098.00,1283.00
7.00,1.00,0.00,2.00,2.00,1.00,176.00,99.00,1098.00,1186.00
8.00,2.00,3.00,9.00,3.00,1.00,282.00,99.00,1273.00,1414.00
9.00,2.00,2.00,5.00,2.00,1.00,300.00,99.00,1173.00,1323.00
10.00,2.00,2.00,1.00,2.00,1.00,192.00,99.00,1073.00,1169.00
11.00,3.00,0.00,1.00,0.00,1.00,122.00,99.00,1073.00,1134.00
12.00,3.00,2.00,5.00,1.00,1.00,350.00,99.00,1173.00,1348.00
13.00,0.00,3.00,1.00,1.00,1.00,284.00,99.00,1073.00,1215.00
14.00,0.00,0.00,0.00,0.00,1.00,122.00,99.00,1048.00,1109.00
15.00,3.00,2.00,10.00,1.00,1.00,246.00,99.00,1298.00,1421.00
16.00,0.00,3.00,2.00,1.00,1.00,378.00,99.00,1098.00,1287.00
17.00,0.00,1.00,3.00,1.00,1.00,152.00,99.00,1123.00,1199.00
18.00,1.00,2.00,6.00,3.00,1.00,446.00,99.00,1198.00,1421.00
19.00,1.00,3.00,10.00,2.00,1.00,392.00,99.00,1298.00,1494.00
20.00,3.00,1.00,8.00,1.00,1.00,114.00,99.00,1248.00,1305.00
21.00,1.00,2.00,8.00,3.00,1.00,282.00,99.00,1248.00,1389.00
22.00,0.00,2.00,2.00,0.00,1.00,292.00,99.00,1098.00,1244.00
23.00,3.00,3.00,8.00,0.00,1.00,456.00,99.00,1248.00,1476.00
24.00,3.00,1.00,8.00,3.00,0.00,184.00,99.00,1248.00,1340.00
25.00,0.00,2.00,5.00,0.00,1.00,284.00,99.00,1173.00,1315.00
26.00,0.00,0.00,10.00,0.00,1.00,116.00,99.00,1298.00,1356.00
27.00,2.00,3.00,0.00,3.00,1.00,278.00,99.00,1048.00,1187.00
28.00,3.00,3.00,2.00,0.00,1.00,224.00,99.00,1098.00,1210.00
29.00,3.00,0.00,0.00,0.00,1.00,206.00,99.00,1048.00,1151.00
30.00,3.00,3.00,6.00,0.00,1.00,328.00,99.00,1198.00,1362.00
31.00,0.00,2.00,1.00,0.00,1.00,226.00,99.00,1073.00,1186.00
32.00,3.00,2.00,1.00,1.00,1.00,310.00,99.00,1073.00,1228.00
33.00,2.00,2.00,0.00,2.00,1.00,262.00,99.00,1048.00,1179.00
34.00,0.00,2.00,7.00,0.00,1.00,226.00,99.00,1223.00,1336.00
35.00,2.00,2.00,4.00,2.00,1.00,308.00,99.00,1148.00,1302.00
36.00,3.00,0.00,5.00,0.00,1.00,170.00,99.00,1173.00,1258.00
37.00,2.00,2.00,5.00,2.00,1.00,212.00,99.00,1173.00,1279.00
38.00,3.00,1.00,2.00,1.00,1.00,140.00,99.00,1098.00,1168.00
39.00,0.00,0.00,5.00,0.00,1.00,140.00,99.00,1173.00,1243.00
40.00,2.00,2.00,0.00,2.00,1.00,232.00,99.00,1048.00,1164.00
41.00,3.00,3.00,9.00,3.00,0.00,406.00,99.00,1273.00,1476.00
42.00,2.00,2.00,8.00,2.00,1.00,324.00,99.00,1248.00,1410.00
43.00,0.00,1.00,6.00,1.00,1.00,100.00,99.00,1198.00,1248.00
44.00,0.00,0.00,6.00,0.00,1.00,112.00,99.00,1198.00,1254.00
45.00,2.00,2.00,8.00,2.00,1.00,276.00,99.00,1248.00,1386.00
46.00,0.00,3.00,3.00,1.00,1.00,340.00,99.00,1123.00,1293.00
47.00,3.00,3.00,10.00,0.00,1.00,294.00,99.00,1298.00,1445.00
48.00,1.00,2.00,0.00,3.00,1.00,332.00,99.00,1048.00,1214.00
49.00,1.00,0.00,3.00,0.00,0.00,164.00,99.00,1123.00,1205.00
50.00,1.00,2.00,0.00,2.00,0.00,424.00,99.00,1048.00,1260.00
51.00,3.00,2.00,4.00,1.00,1.00,314.00,99.00,1148.00,1305.00
52.00,2.00,0.00,8.00,2.00,1.00,158.00,99.00,1248.00,1327.00
53.00,0.00,3.00,9.00,1.00,1.00,328.00,99.00,1273.00,1437.00
54.00,3.00,1.00,4.00,1.00,1.00,160.00,99.00,1148.00,1228.00
55.00,0.00,2.00,1.00,0.00,1.00,326.00,99.00,1073.00,1236.00
56.00,1.00,2.00,3.00,3.00,1.00,282.00,99.00,1123.00,1264.00
57.00,2.00,1.00,0.00,3.00,1.00,124.00,99.00,1048.00,1110.00
58.00,3.00,3.00,10.00,0.00,1.00,248.00,99.00,1298.00,1422.00
59.00,2.00,3.00,1.00,3.00,1.00,220.00,99.00,1073.00,1183.00
60.00,3.00,3.00,1.00,0.00,1.00,240.00,99.00,1073.00,1193.00
61.00,0.00,0.00,0.00,0.00,1.00,152.00,99.00,1048.00,1124.00
62.00,3.00,1.00,5.00,1.00,1.00,166.00,99.00,1173.00,1256.00
63.00,0.00,1.00,4.00,1.00,1.00,160.00,99.00,1148.00,1228.00
64.00,1.00,1.00,9.00,3.00,1.00,146.00,99.00,1273.00,1346.00
65.00,3.00,3.00,1.00,0.00,1.00,320.00,99.00,1073.00,1233.00
66.00,2.00,1.00,1.00,3.00,1.00,106.00,99.00,1073.00,1126.00
67.00,1.00,2.00,9.00,3.00,1.00,282.00,99.00,1273.00,1414.00
68.00,2.00,3.00,3.00,3.00,1.00,298.00,99.00,1123.00,1272.00
69.00,1.00,3.00,10.00,2.00,1.00,254.00,99.00,1298.00,1425.00
70.00,0.00,1.00,10.00,1.00,1.00,136.00,99.00,1298.00,1366.00
71.00,0.00,1.00,3.00,1.00,1.00,128.00,99.00,1123.00,1187.00
72.00,1.00,2.00,6.00,3.00,1.00,242.00,99.00,1198.00,1319.00
73.00,3.00,1.00,4.00,1.00,1.00,156.00,99.00,1148.00,1226.00
74.00,1.00,2.00,1.00,3.00,1.00,354.00,99.00,1073.00,1250.00
75.00,3.00,0.00,5.00,0.00,1.00,120.00,99.00,1173.00,1233.00
76.00,0.00,2.00,7.00,0.00,1.00,248.00,99.00,1223.00,1347.00
77.00,2.00,0.00,10.00,2.00,1.00,196.00,99.00,1298.00,1396.00
78.00,3.00,0.00,3.00,0.00,1.00,148.00,99.00,1123.00,1197.00
79.00,0.00,0.00,7.00,0.00,1.00,174.00,99.00,1223.00,1310.00
80.00,2.00,2.00,3.00,2.00,1.00,314.00,99.00,1123.00,1280.00
81.00,0.00,0.00,3.00,2.00,0.00,144.00,99.00,1123.00,1195.00
82.00,2.00,2.00,7.00,1.00,0.00,350.00,99.00,1223.00,1398.00
83.00,2.00,3.00,3.00,3.00,1.00,334.00,99.00,1123.00,1290.00
84.00,3.00,3.00,8.00,0.00,1.00,320.00,99.00,1248.00,1408.00
85.00,2.00,0.00,1.00,2.00,1.00,156.00,99.00,1073.00,1151.00
86.00,1.00,1.00,7.00,1.00,0.00,122.00,99.00,1223.00,1284.00
87.00,3.00,1.00,0.00,1.00,1.00,128.00,99.00,1048.00,1112.00
88.00,3.00,3.00,0.00,0.00,1.00,338.00,99.00,1048.00,1217.00
89.00,1.00,3.00,10.00,2.00,1.00,250.00,99.00,1298.00,1423.00
90.00,1.00,3.00,2.00,2.00,1.00,264.00,99.00,1098.00,1230.00
91.00,1.00,2.00,4.00,3.00,1.00,284.00,99.00,1148.00,1290.00
92.00,1.00,3.00,4.00,1.00,0.00,416.00,99.00,1148.00,1356.00
93.00,2.00,1.00,6.00,3.00,1.00,142.00,99.00,1198.00,1269.00
94.00,0.00,2.00,6.00,0.00,1.00,286.00,99.00,1198.00,1341.00
95.00,3.00,1.00,0.00,1.00,1.00,148.00,99.00,1048.00,1122.00
96.00,0.00,0.00,9.00,0.00,1.00,154.00,99.00,1273.00,1350.00
97.00,2.00,2.00,6.00,2.00,1.00,254.00,99.00,1198.00,1325.00
98.00,2.00,0.00,9.00,2.00,1.00,118.00,99.00,1273.00,1332.00
99.00,3.00,0.00,6.00,0.00,1.00,128.00,99.00,1198.00,1262.00
100.00,1.00,3.00,6.00,2.00,1.00,220.00,99.00,1198.00,1308.00
101.00,0.00,0.00,4.00,0.00,1.00,128.00,99.00,1148.00,1212.00
102.00,3.00,2.00,4.00,1.00,1.00,302.00,99.00,1148.00,1299.00
103.00,0.00,2.00,1.00,0.00,1.00,262.00,99.00,1073.00,1204.00
104.00,0.00,0.00,9.00,0.00,1.00,140.00,99.00,1273.00,1343.00
105.00,3.00,2.00,10.00,1.00,1.00,192.00,99.00,1298.00,1394.00
106.00,0.00,3.00,0.00,1.00,1.00,194.00,99.00,1048.00,1145.00
107.00,1.00,0.00,2.00,2.00,1.00,116.00,99.00,1098.00,1156.00
108.00,0.00,3.00,6.00,1.00,1.00,372.00,99.00,1198.00,1384.00
109.00,3.00,1.00,2.00,1.00,1.00,136.00,99.00,1098.00,1166.00
110.00,2.00,2.00,0.00,2.00,1.00,284.00,99.00,1048.00,1190.00
111.00,3.00,0.00,6.00,0.00,1.00,140.00,99.00,1198.00,1268.00
112.00,1.00,3.00,0.00,2.00,1.00,276.00,99.00,1048.00,1186.00
113.00,2.00,2.00,3.00,2.00,1.00,224.00,99.00,1123.00,1235.00
114.00,3.00,1.00,2.00,1.00,1.00,122.00,99.00,1098.00,1159.00
115.00,2.00,0.00,5.00,2.00,1.00,132.00,99.00,1173.00,1239.00
116.00,0.00,0.00,7.00,0.00,1.00,156.00,99.00,1223.00,1301.00
117.00,0.00,0.00,1.00,0.00,1.00,158.00,99.00,1073.00,1152.00
118.00,1.00,2.00,3.00,3.00,1.00,258.00,99.00,1123.00,1252.00
119.00,1.00,3.00,5.00,2.00,1.00,326.00,99.00,1173.00,1336.00
120.00,2.00,1.00,7.00,1.00,0.00,190.00,99.00,1223.00,1318.00
121.00,2.00,0.00,10.00,2.00,1.00,124.00,99.00,1298.00,1360.00
122.00,0.00,3.00,10.00,1.00,1.00,254.00,99.00,1298.00,1425.00
123.00,1.00,3.00,1.00,3.00,0.00,330.00,99.00,1073.00,1238.00
124.00,3.00,1.00,1.00,1.00,1.00,132.00,99.00,1073.00,1139.00
125.00,3.00,0.00,1.00,0.00,1.00,108.00,99.00,1073.00,1127.00
126.00,2.00,1.00,2.00,3.00,1.00,132.00,99.00,1098.00,1164.00
127.00,2.00,0.00,8.00,2.00,1.00,140.00,99.00,1248.00,1318.00
128.00,0.00,0.00,7.00,0.00,1.00,102.00,99.00,1223.00,1274.00
129.00,2.00,0.00,9.00,2.00,1.00,94.00,99.00,1273.00,1320.00
130.00,2.00,0.00,5.00,0.00,0.00,176.00,99.00,1173.00,1261.00
131.00,0.00,1.00,10.00,1.00,1.00,142.00,99.00,1298.00,1369.00
132.00,0.00,2.00,5.00,0.00,1.00,310.00,99.00,1173.00,1328.00
133.00,1.00,0.00,0.00,2.00,1.00,88.00,99.00,1048.00,1092.00
134.00,1.00,1.00,4.00,3.00,1.00,124.00,99.00,1148.00,1210.00
135.00,0.00,1.00,4.00,1.00,1.00,106.00,99.00,1148.00,1201.00
136.00,1.00,3.00,2.00,2.00,1.00,370.00,99.00,1098.00,1283.00
137.00,2.00,0.00,0.00,2.00,1.00,114.00,99.00,1048.00,1105.00
138.00,3.00,2.00,5.00,1.00,1.00,264.00,99.00,1173.00,1305.00
139.00,0.00,3.00,9.00,1.00,1.00,222.00,99.00,1273.00,1384.00
140.00,2.00,3.00,1.00,3.00,1.00,182.00,99.00,1073.00,1164.00
141.00,1.00,1.00,8.00,3.00,1.00,128.00,99.00,1248.00,1312.00
142.00,2.00,0.00,3.00,2.00,1.00,158.00,99.00,1123.00,1202.00
143.00,2.00,1.00,5.00,3.00,1.00,138.00,99.00,1173.00,1242.00
144.00,1.00,2.00,3.00,3.00,1.00,236.00,99.00,1123.00,1241.00
145.00,1.00,0.00,8.00,2.00,1.00,140.00,99.00,1248.00,1318.00
146.00,0.00,2.00,7.00,0.00,1.00,332.00,99.00,1223.00,1389.00
147.00,2.00,1.00,4.00,3.00,1.00,160.00,99.00,1148.00,1228.00
148.00,2.00,1.00,1.00,3.00,1.00,132.00,99.00,1073.00,1139.00
149.00,3.00,2.00,7.00,1.00,1.00,296.00,99.00,1223.00,1371.00
150.00,1.00,0.00,3.00,2.00,1.00,120.00,99.00,1123.00,1183.00
151.00,3.00,2.00,8.00,1.00,1.00,360.00,99.00,1248.00,1428.00
152.00,2.00,2.00,1.00,2.00,1.00,212.00,99.00,1073.00,1179.00
153.00,0.00,3.00,6.00,1.00,1.00,226.00,99.00,1198.00,1311.00
154.00,0.00,2.00,8.00,0.00,1.00,220.00,99.00,1248.00,1358.00
155.00,3.00,2.00,9.00,1.00,1.00,320.00,99.00,1273.00,1433.00
156.00,1.00,1.00,0.00,1.00,0.00,188.00,99.00,1048.00,1142.00
157.00,2.00,1.00,0.00,3.00,1.00,170.00,99.00,1048.00,1133.00
158.00,3.00,0.00,8.00,0.00,1.00,122.00,99.00,1248.00,1309.00
159.00,1.00,0.00,9.00,0.00,0.00,130.00,99.00,1273.00,1338.00
160.00,3.00,0.00,9.00,2.00,0.00,176.00,99.00,1273.00,1361.00
161.00,1.00,2.00,10.00,3.00,1.00,260.00,99.00,1298.00,1428.00
162.00,3.00,2.00,7.00,1.00,1.00,270.00,99.00,1223.00,1358.00
163.00,0.00,1.00,3.00,1.00,1.00,144.00,99.00,1123.00,1195.00
164.00,3.00,1.00,10.00,1.00,1.00,150.00,99.00,1298.00,1373.00
165.00,0.00,3.00,4.00,1.00,1.00,282.00,99.00,1148.00,1289.00
166.00,2.00,3.00,3.00,3.00,1.00,236.00,99.00,1123.00,1241.00
167.00,1.00,3.00,5.00,2.00,1.00,276.00,99.00,1173.00,1311.00
168.00,2.00,1.00,9.00,3.00,1.00,120.00,99.00,1273.00,1333.00
169.00,3.00,3.00,3.00,0.00,1.00,248.00,99.00,1123.00,1247.00
170.00,2.00,2.00,9.00,2.00,1.00,252.00,99.00,1273.00,1399.00
171.00,2.00,3.00,1.00,3.00,1.00,330.00,99.00,1073.00,1238.00
172.00,0.00,3.00,6.00,1.00,1.00,304.00,99.00,1198.00,1350.00
173.00,1.00,3.00,6.00,2.00,1.00,254.00,99.00,1198.00,1325.00
174.00,1.00,0.00,7.00,0.00,0.00,134.00,99.00,1223.00,1290.00
175.00,2.00,3.00,5.00,3.00,1.00,332.00,99.00,1173.00,1339.00
176.00,2.00,2.00,10.00,2.00,1.00,278.00,99.00,1298.00,1437.00
