# trial,instr,stim,isi,response,accuracy,rt,instr_onset,stim_onset,resp_onset
0.00,1.00,1.00,3.00,1.00,0.00,132.00,99.00,1123.00,1189.00
1.00,1.00,1.00,1.00,1.00,0.00,124.00,99.00,1073.00,1135.00
2.00,3.00,3.00,2.00,3.00,0.00,244.00,99.00,1098.00,1220.00
3.00,3.00,0.00,3.00,2.00,0.00,108.00,99.00,1123.00,1177.00
4.00,3.00,3.00,0.00,3.00,0.00,364.00,99.00,1048.00,1230.00
5.00,3.00,1.00,10.00,3.00,0.00,134.00,99.00,1298.00,1365.00
6.00,2.00,0.00,10.00,0.00,0.00,106.00,99.00,1298.00,1351.00
7.00,1.00,2.00,7.00,0.00,0.00,292.00,99.00,1223.00,1369.00
8.00,0.00,3.00,0.00,0.00,0.00,350.00,99.00,1048.00,1223.00
9.00,2.00,1.00,0.00,3.00,1.00,166.00,99.00,1048.00,1131.00
10.00,2.00,3.00,4.00,0.00,0.00,252.00,99.00,1148.00,1274.00
11.00,0.00,3.00,10.00,2.00,0.00,248.00,99.00,1298.00,1422.00
12.00,3.00,0.00,2.00,2.00,0.00,144.00,99.00,1098.00,1170.00
13.00,1.00,3.00,2.00,1.00,0.00,258.00,99.00,1098.00,1227.00
14.00,3.00,2.00,7.00,0.00,0.00,236.00,99.00,1223.00,1341.00
15.00,0.00,3.00,9.00,2.00,0.00,206.00,99.00,1273.00,1376.00
16.00,1.00,0.00,7.00,2.00,1.00,138.00,99.00,1223.00,1292.00
17.00,1.00,1.00,3.00,1.00,0.00,124.00,99.00,1123.00,1185.00
18.00,0.00,2.00,7.00,0.00,1.00,260.00,99.00,1223.00,1353.00
19.00,2.00,2.00,1.00,0.00,0.00,336.00,99.00,1073.00,1241.00
20.00,3.00,1.00,1.00,1.00,1.00,98.00,99.00,1073.00,1122.00
21.00,2.00,2.00,9.00,1.00,0.00,230.00,99.00,1273.00,1388.00
22.00,3.00,2.00,4.00,0.00,0.00,346.00,99.00,1148.00,1321.00
23.00,2.00,1.00,10.00,1.00,0.00,166.00,99.00,1298.00,1381.00
24.00,1.00,3.00,2.00,2.00,1.00,242.00,99.00,1098.00,1219.00
25.00,0.00,1.00,6.00,1.00,1.00,84.00,99.00,1198.00,1240.00
26.00,0.00,3.00,2.00,0.00,0.00,296.00,99.00,1098.00,1246.00
27.00,0.00,1.00,7.00,3.00,0.00,172.00,99.00,1223.00,1309.00
28.00,2.00,0.00,0.00,0.00,0.00,150.00,99.00,1048.00,1123.00
29.00,1.00,0.00,0.00,2.00,1.00,116.00,99.00,1048.00,1106.00
30.00,3.00,2.00,3.00,1.00,1.00,256.00,99.00,1123.00,1251.00
31.00,0.00,0.00,9.00,2.00,0.00,112.00,99.00,1273.00,1329.00
32.00,2.00,2.00,7.00,1.00,0.00,252.00,99.00,1223.00,1349.00
33.00,2.00,2.00,0.00,2.00,1.00,322.00,99.00,1048.00,1209.00
34.00,0.00,0.00,3.00,2.00,0.00,132.00,99.00,1123.00,1189.00
35.00,0.00,3.00,5.00,3.00,0.00,360.00,99.00,1173.00,1353.00
36.00,0.00,2.00,10.00,2.00,0.00,296.00,99.00,1298.00,1446.00
37.00,1.00,1.00,0.00,1.00,0.00,190.00,99.00,1048.00,1143.00
38.00,0.00,1.00,3.00,3.00,0.00,118.00,99.00,1123.00,1182.00
39.00,2.00,3.00,0.00,1.00,0.00,336.00,99.00,1048.00,1216.00
40.00,0.00,0.00,4.00,2.00,0.00,168.00,99.00,1148.00,1232.00
41.00,1.00,0.00,9.00,0.00,0.00,160.00,99.00,1273.00,1353.00
42.00,3.00,1.00,0.00,1.00,1.00,94.00,99.00,1048.00,1095.00
43.00,1.00,1.00,2.00,1.00,0.00,152.00,99.00,1098.00,1174.00
44.00,3.00,0.00,4.00,2.00,0.00,160.00,99.00,1148.00,1228.00
45.00,2.00,3.00,1.00,3.00,1.00,230.00,99.00,1073.00,1188.00
46.00,3.00,2.00,7.00,0.00,0.00,262.00,99.00,1223.00,1354.00
47.00,2.00,0.00,10.00,0.00,0.00,160.00,99.00,1298.00,1378.00
48.00,3.00,2.00,0.00,1.00,1.00,196.00,99.00,1048.00,1146.00
49.00,0.00,2.00,10.00,0.00,1.00,414.00,99.00,1298.00,1505.00
50.00,3.00,3.00,5.00,3.00,0.00,376.00,99.00,1173.00,1361.00
51.00,1.00,3.00,2.00,0.00,0.00,356.00,99.00,1098.00,1276.00
52.00,0.00,1.00,1.00,3.00,0.00,156.00,99.00,1073.00,1151.00
53.00,1.00,2.00,3.00,3.00,1.00,238.00,99.00,1123.00,1242.00
54.00,2.00,2.00,3.00,1.00,0.00,268.00,99.00,1123.00,1257.00
55.00,2.00,1.00,2.00,3.00,1.00,166.00,99.00,1098.00,1181.00
56.00,3.00,3.00,9.00,2.00,0.00,250.00,99.00,1273.00,1398.00
57.00,2.00,2.00,0.00,2.00,1.00,330.00,99.00,1048.00,1213.00
58.00,1.00,0.00,6.00,0.00,0.00,182.00,99.00,1198.00,1289.00
59.00,2.00,3.00,7.00,1.00,0.00,320.00,99.00,1223.00,1383.00
60.00,2.00,0.00,6.00,0.00,0.00,144.00,99.00,1198.00,1270.00
61.00,3.00,3.00,2.00,1.00,0.00,262.00,99.00,1098.00,1229.00
62.00,3.00,1.00,10.00,1.00,1.00,148.00,99.00,1298.00,1372.00
63.00,3.00,0.00,9.00,0.00,1.00,144.00,99.00,1273.00,1345.00
64.00,0.00,1.00,2.00,3.00,0.00,146.00,99.00,1098.00,1171.00
65.00,2.00,0.00,1.00,2.00,1.00,120.00,99.00,1073.00,1133.00
66.00,1.00,2.00,10.00,1.00,0.00,302.00,99.00,1298.00,1449.00
67.00,3.00,2.00,8.00,1.00,1.00,250.00,99.00,1248.00,1373.00
68.00,2.00,1.00,8.00,3.00,1.00,178.00,99.00,1248.00,1337.00
69.00,0.00,0.00,5.00,0.00,1.00,128.00,99.00,1173.00,1237.00
70.00,1.00,3.00,8.00,2.00,1.00,314.00,99.00,1248.00,1405.00
