# trial,instr,stim,isi,response,accuracy,rt,instr_onset,stim_onset,resp_onset
0.00,2.00,2.00,4.00,0.00,0.00,362.00,99.00,1148.00,1329.00
1.00,0.00,1.00,3.00,3.00,0.00,156.00,99.00,1123.00,1201.00
2.00,3.00,2.00,0.00,1.00,1.00,186.00,99.00,1048.00,1141.00
3.00,3.00,3.00,8.00,2.00,0.00,286.00,99.00,1248.00,1391.00
4.00,2.00,1.00,4.00,3.00,1.00,158.00,99.00,1148.00,1227.00
5.00,3.00,3.00,6.00,0.00,1.00,286.00,99.00,1198.00,1341.00
6.00,1.00,1.00,6.00,3.00,1.00,152.00,99.00,1198.00,1274.00
7.00,1.00,0.00,3.00,2.00,1.00,162.00,99.00,1123.00,1204.00
8.00,2.00,2.00,1.00,3.00,0.00,366.00,99.00,1073.00,1256.00
9.00,2.00,3.00,1.00,3.00,1.00,284.00,99.00,1073.00,1215.00
10.00,0.00,1.00,1.00,1.00,1.00,98.00,99.00,1073.00,1122.00
11.00,1.00,3.00,0.00,1.00,0.00,306.00,99.00,1048.00,1201.00
12.00,3.00,0.00,3.00,2.00,0.00,154.00,99.00,1123.00,1200.00
13.00,2.00,2.00,0.00,2.00,1.00,208.00,99.00,1048.00,1152.00
14.00,0.00,3.00,7.00,2.00,0.00,352.00,99.00,1223.00,1399.00
15.00,3.00,0.00,0.00,2.00,0.00,162.00,99.00,1048.00,1129.00
16.00,1.00,2.00,5.00,3.00,1.00,286.00,99.00,1173.00,1316.00
17.00,1.00,1.00,3.00,1.00,0.00,118.00,99.00,1123.00,1182.00
18.00,3.00,3.00,10.00,3.00,0.00,292.00,99.00,1298.00,1444.00
19.00,0.00,2.00,1.00,0.00,1.00,306.00,99.00,1073.00,1226.00
20.00,0.00,0.00,10.00,0.00,1.00,104.00,99.00,1298.00,1350.00
21.00,0.00,1.00,3.00,1.00,1.00,174.00,99.00,1123.00,1210.00
22.00,1.00,2.00,8.00,3.00,1.00,170.00,99.00,1248.00,1333.00
23.00,1.00,2.00,10.00,3.00,1.00,220.00,99.00,1298.00,1408.00
24.00,2.00,1.00,10.00,3.00,1.00,90.00,99.00,1298.00,1343.00
25.00,0.00,1.00,2.00,3.00,0.00,154.00,99.00,1098.00,1175.00
26.00,0.00,0.00,1.00,0.00,1.00,84.00,99.00,1073.00,1115.00
27.00,2.00,1.00,3.00,1.00,0.00,156.00,99.00,1123.00,1201.00
28.00,1.00,1.00,7.00,3.00,1.00,116.00,99.00,1223.00,1281.00
29.00,2.00,1.00,3.00,3.00,1.00,188.00,99.00,1123.00,1217.00
30.00,0.00,0.00,6.00,0.00,1.00,150.00,99.00,1198.00,1273.00
31.00,3.00,0.00,1.00,0.00,1.00,144.00,99.00,1073.00,1145.00
32.00,1.00,0.00,6.00,2.00,1.00,128.00,99.00,1198.00,1262.00
33.00,2.00,0.00,10.00,2.00,1.00,134.00,99.00,1298.00,1365.00
34.00,3.00,1.00,2.00,3.00,0.00,154.00,99.00,1098.00,1175.00
35.00,1.00,0.00,3.00,0.00,0.00,122.00,99.00,1123.00,1184.00
36.00,1.00,0.00,0.00,2.00,1.00,104.00,99.00,1048.00,1100.00
