# trial,instr,stim,isi,response,accuracy,rt,instr_onset,stim_onset,resp_onset
0.00,0.00,3.00,0.00,1.00,1.00,154.00,99.00,1048.00,1125.00
1.00,3.00,2.00,5.00,0.00,0.00,242.00,99.00,1173.00,1294.00
2.00,3.00,0.00,4.00,2.00,0.00,98.00,99.00,1148.00,1197.00
3.00,2.00,3.00,2.00,0.00,0.00,188.00,99.00,1098.00,1192.00
4.00,2.00,1.00,10.00,3.00,1.00,152.00,99.00,1298.00,1374.00
5.00,0.00,0.00,0.00,0.00,1.00,62.00,99.00,1048.00,1079.00
6.00,3.00,1.00,4.00,3.00,0.00,86.00,99.00,1148.00,1191.00
7.00,3.00,0.00,3.00,2.00,0.00,136.00,99.00,1123.00,1191.00
8.00,1.00,1.00,6.00,3.00,1.00,94.00,99.00,1198.00,1245.00
9.00,3.00,0.00,4.00,2.00,0.00,72.00,99.00,1148.00,1184.00
10.00,0.00,1.00,7.00,1.00,1.00,72.00,99.00,1223.00,1259.00
11.00,0.00,0.00,8.00,2.00,0.00,100.00,99.00,1248.00,1298.00
12.00,1.00,1.00,2.00,3.00,1.00,78.00,99.00,1098.00,1137.00
13.00,3.00,3.00,3.00,1.00,0.00,134.00,99.00,1123.00,1190.00
14.00,0.00,0.00,5.00,0.00,1.00,76.00,99.00,1173.00,1211.00
15.00,3.00,3.00,3.00,2.00,0.00,126.00,99.00,1123.00,1186.00
16.00,3.00,0.00,4.00,2.00,0.00,76.00,99.00,1148.00,1186.00
17.00,3.00,1.00,7.00,1.00,1.00,82.00,99.00,1223.00,1264.00
18.00,3.00,1.00,3.00,1.00,1.00,106.00,99.00,1123.00,1176.00
19.00,0.00,0.00,5.00,0.00,1.00,76.00,99.00,1173.00,1211.00
20.00,3.00,3.00,3.00,2.00,0.00,138.00,99.00,1123.00,1192.00
21.00,3.00,0.00,6.00,2.00,0.00,82.00,99.00,1198.00,1239.00
22.00,3.00,1.00,5.00,1.00,1.00,94.00,99.00,1173.00,1220.00
23.00,1.00,0.00,10.00,2.00,1.00,112.00,99.00,1298.00,1354.00
24.00,3.00,0.00,8.00,2.00,0.00,76.00,99.00,1248.00,1286.00
25.00,3.00,3.00,8.00,3.00,0.00,156.00,99.00,1248.00,1326.00
26.00,2.00,3.00,2.00,0.00,0.00,170.00,99.00,1098.00,1183.00
27.00,3.00,0.00,10.00,0.00,1.00,72.00,99.00,1298.00,1334.00
28.00,2.00,0.00,7.00,0.00,0.00,90.00,99.00,1223.00,1268.00
29.00,3.00,1.00,10.00,3.00,0.00,112.00,99.00,1298.00,1354.00
30.00,1.00,0.00,0.00,2.00,1.00,154.00,99.00,1048.00,1125.00
31.00,1.00,0.00,2.00,2.00,1.00,100.00,99.00,1098.00,1148.00
32.00,2.00,1.00,3.00,1.00,0.00,120.00,99.00,1123.00,1183.00
33.00,0.00,3.00,7.00,0.00,0.00,180.00,99.00,1223.00,1313.00
34.00,0.00,0.00,10.00,0.00,1.00,68.00,99.00,1298.00,1332.00
35.00,0.00,1.00,10.00,1.00,1.00,74.00,99.00,1298.00,1335.00
36.00,0.00,2.00,3.00,3.00,0.00,200.00,99.00,1123.00,1223.00
37.00,0.00,1.00,10.00,1.00,1.00,88.00,99.00,1298.00,1342.00
38.00,3.00,1.00,2.00,1.00,1.00,86.00,99.00,1098.00,1141.00
39.00,1.00,3.00,9.00,3.00,0.00,162.00,99.00,1273.00,1354.00
40.00,0.00,3.00,6.00,1.00,1.00,144.00,99.00,1198.00,1270.00
41.00,1.00,3.00,2.00,0.00,0.00,146.00,99.00,1098.00,1171.00
42.00,0.00,2.00,6.00,0.00,1.00,92.00,99.00,1198.00,1244.00
43.00,3.00,0.00,2.00,2.00,0.00,68.00,99.00,1098.00,1132.00
44.00,0.00,1.00,6.00,1.00,1.00,74.00,99.00,1198.00,1235.00
45.00,3.00,3.00,1.00,0.00,1.00,238.00,99.00,1073.00,1192.00
46.00,0.00,3.00,4.00,2.00,0.00,156.00,99.00,1148.00,1226.00
47.00,1.00,1.00,3.00,1.00,0.00,114.00,99.00,1123.00,1180.00
48.00,0.00,2.00,2.00,2.00,0.00,164.00,99.00,1098.00,1180.00
49.00,1.00,1.00,5.00,1.00,0.00,66.00,99.00,1173.00,1206.00
50.00,1.00,0.00,3.00,2.00,1.00,90.00,99.00,1123.00,1168.00
51.00,2.00,3.00,10.00,0.00,0.00,164.00,99.00,1298.00,1380.00
52.00,3.00,0.00,0.00,2.00,0.00,102.00,99.00,1048.00,1099.00
53.00,0.00,0.00,3.00,0.00,1.00,98.00,99.00,1123.00,1172.00
54.00,0.00,1.00,3.00,3.00,0.00,134.00,99.00,1123.00,1190.00
55.00,0.00,3.00,9.00,2.00,0.00,142.00,99.00,1273.00,1344.00
56.00,0.00,0.00,0.00,2.00,0.00,104.00,99.00,1048.00,1100.00
57.00,1.00,2.00,4.00,2.00,0.00,210.00,99.00,1148.00,1253.00
58.00,2.00,2.00,5.00,0.00,0.00,182.00,99.00,1173.00,1264.00
59.00,1.00,2.00,0.00,3.00,1.00,130.00,99.00,1048.00,1113.00
60.00,0.00,2.00,2.00,3.00,0.00,140.00,99.00,1098.00,1168.00
61.00,0.00,2.00,7.00,1.00,0.00,142.00,99.00,1223.00,1294.00
62.00,1.00,3.00,8.00,3.00,0.00,194.00,99.00,1248.00,1345.00
63.00,3.00,2.00,4.00,1.00,1.00,228.00,99.00,1148.00,1262.00
64.00,0.00,3.00,5.00,1.00,1.00,184.00,99.00,1173.00,1265.00
65.00,0.00,1.00,5.00,3.00,0.00,74.00,99.00,1173.00,1210.00
66.00,2.00,2.00,6.00,2.00,1.00,150.00,99.00,1198.00,1273.00
67.00,1.00,0.00,8.00,2.00,1.00,96.00,99.00,1248.00,1296.00
68.00,1.00,2.00,7.00,3.00,1.00,200.00,99.00,1223.00,1323.00
69.00,0.00,2.00,6.00,0.00,1.00,108.00,99.00,1198.00,1252.00
70.00,3.00,3.00,2.00,0.00,1.00,208.00,99.00,1098.00,1202.00
71.00,3.00,2.00,6.00,2.00,0.00,178.00,99.00,1198.00,1287.00
72.00,3.00,1.00,10.00,1.00,1.00,114.00,99.00,1298.00,1355.00
73.00,2.00,3.00,0.00,0.00,0.00,146.00,99.00,1048.00,1121.00
74.00,1.00,0.00,2.00,0.00,0.00,118.00,99.00,1098.00,1157.00
75.00,1.00,1.00,7.00,1.00,0.00,92.00,99.00,1223.00,1269.00
76.00,1.00,2.00,6.00,3.00,1.00,72.00,99.00,1198.00,1234.00
77.00,0.00,3.00,4.00,2.00,0.00,228.00,99.00,1148.00,1262.00
78.00,3.00,0.00,9.00,0.00,1.00,122.00,99.00,1273.00,1334.00
79.00,2.00,0.00,0.00,0.00,0.00,104.00,99.00,1048.00,1100.00
80.00,1.00,2.00,5.00,1.00,0.00,190.00,99.00,1173.00,1268.00
81.00,0.00,3.00,8.00,2.00,0.00,104.00,99.00,1248.00,1300.00
82.00,0.00,1.00,4.00,1.00,1.00,92.00,99.00,1148.00,1194.00
83.00,3.00,3.00,10.00,0.00,1.00,172.00,99.00,1298.00,1384.00
84.00,1.00,0.00,10.00,0.00,0.00,108.00,99.00,1298.00,1352.00
85.00,2.00,3.00,9.00,0.00,0.00,130.00,99.00,1273.00,1338.00
86.00,2.00,0.00,1.00,2.00,1.00,78.00,99.00,1073.00,1112.00
87.00,1.00,0.00,3.00,2.00,1.00,96.00,99.00,1123.00,1171.00
88.00,2.00,2.00,7.00,1.00,0.00,282.00,99.00,1223.00,1364.00
89.00,2.00,3.00,7.00,2.00,0.00,258.00,99.00,1223.00,1352.00
90.00,3.00,1.00,0.00,1.00,1.00,82.00,99.00,1048.00,1089.00
91.00,3.00,1.00,2.00,1.00,1.00,88.00,99.00,1098.00,1142.00
92.00,3.00,2.00,6.00,1.00,1.00,116.00,99.00,1198.00,1256.00
93.00,1.00,3.00,3.00,1.00,0.00,160.00,99.00,1123.00,1203.00
94.00,2.00,1.00,3.00,1.00,0.00,68.00,99.00,1123.00,1157.00
95.00,0.00,0.00,2.00,0.00,1.00,104.00,99.00,1098.00,1150.00
96.00,0.00,2.00,2.00,3.00,0.00,242.00,99.00,1098.00,1219.00
97.00,3.00,0.00,2.00,2.00,0.00,74.00,99.00,1098.00,1135.00
98.00,0.00,2.00,5.00,0.00,1.00,174.00,99.00,1173.00,1260.00
99.00,1.00,2.00,4.00,0.00,0.00,196.00,99.00,1148.00,1246.00
100.00,0.00,3.00,3.00,3.00,0.00,192.00,99.00,1123.00,1219.00
101.00,1.00,1.00,5.00,3.00,1.00,90.00,99.00,1173.00,1218.00
102.00,0.00,0.00,5.00,0.00,1.00,120.00,99.00,1173.00,1233.00
103.00,0.00,2.00,9.00,0.00,1.00,178.00,99.00,1273.00,1362.00
104.00,0.00,3.00,8.00,0.00,0.00,202.00,99.00,1248.00,1349.00
105.00,0.00,1.00,4.00,3.00,0.00,102.00,99.00,1148.00,1199.00
106.00,2.00,2.00,2.00,1.00,0.00,132.00,99.00,1098.00,1164.00
107.00,2.00,0.00,4.00,0.00,0.00,146.00,99.00,1148.00,1221.00
108.00,3.00,1.00,3.00,3.00,0.00,80.00,99.00,1123.00,1163.00
109.00,1.00,3.00,10.00,3.00,0.00,170.00,99.00,1298.00,1383.00
110.00,1.00,3.00,6.00,2.00,1.00,106.00,99.00,1198.00,1251.00
111.00,2.00,3.00,9.00,1.00,0.00,168.00,99.00,1273.00,1357.00
112.00,2.00,2.00,5.00,2.00,1.00,94.00,99.00,1173.00,1220.00
113.00,1.00,2.00,2.00,1.00,0.00,122.00,99.00,1098.00,1159.00
114.00,2.00,1.00,1.00,3.00,1.00,70.00,99.00,1073.00,1108.00
115.00,2.00,3.00,4.00,0.00,0.00,204.00,99.00,1148.00,1250.00
116.00,0.00,3.00,2.00,1.00,1.00,168.00,99.00,1098.00,1182.00
117.00,3.00,3.00,7.00,1.00,0.00,166.00,99.00,1223.00,1306.00
118.00,1.00,1.00,0.00,1.00,0.00,70.00,99.00,1048.00,1083.00
119.00,1.00,0.00,8.00,0.00,0.00,108.00,99.00,1248.00,1302.00
120.00,1.00,0.00,1.00,0.00,0.00,94.00,99.00,1073.00,1120.00
121.00,1.00,1.00,6.00,3.00,1.00,60.00,99.00,1198.00,1228.00
122.00,0.00,0.00,3.00,0.00,1.00,110.00,99.00,1123.00,1178.00
123.00,2.00,2.00,5.00,3.00,0.00,136.00,99.00,1173.00,1241.00
124.00,2.00,1.00,6.00,3.00,1.00,66.00,99.00,1198.00,1231.00
125.00,0.00,3.00,3.00,2.00,0.00,136.00,99.00,1123.00,1191.00
126.00,3.00,1.00,10.00,3.00,0.00,92.00,99.00,1298.00,1344.00
127.00,2.00,3.00,8.00,0.00,0.00,174.00,99.00,1248.00,1335.00
128.00,3.00,0.00,7.00,2.00,0.00,114.00,99.00,1223.00,1280.00
129.00,3.00,3.00,0.00,2.00,0.00,240.00,99.00,1048.00,1168.00
130.00,1.00,3.00,8.00,3.00,0.00,210.00,99.00,1248.00,1353.00
131.00,1.00,3.00,8.00,2.00,1.00,170.00,99.00,1248.00,1333.00
132.00,0.00,2.00,1.00,0.00,1.00,164.00,99.00,1073.00,1155.00
133.00,3.00,0.00,9.00,2.00,0.00,86.00,99.00,1273.00,1316.00
134.00,2.00,3.00,6.00,3.00,1.00,154.00,99.00,1198.00,1275.00
135.00,2.00,1.00,4.00,1.00,0.00,92.00,99.00,1148.00,1194.00
136.00,2.00,2.00,9.00,2.00,1.00,240.00,99.00,1273.00,1393.00
137.00,0.00,2.00,3.00,3.00,0.00,148.00,99.00,1123.00,1197.00
138.00,2.00,1.00,6.00,1.00,0.00,96.00,99.00,1198.00,1246.00
139.00,2.00,2.00,6.00,2.00,1.00,130.00,99.00,1198.00,1263.00
140.00,3.00,1.00,4.00,1.00,1.00,90.00,99.00,1148.00,1193.00
141.00,3.00,2.00,7.00,0.00,0.00,116.00,99.00,1223.00,1281.00
142.00,0.00,3.00,6.00,1.00,1.00,76.00,99.00,1198.00,1236.00
143.00,0.00,2.00,10.00,3.00,0.00,154.00,99.00,1298.00,1375.00
144.00,1.00,2.00,2.00,0.00,0.00,256.00,99.00,1098.00,1226.00
145.00,3.00,1.00,5.00,3.00,0.00,68.00,99.00,1173.00,1207.00
146.00,0.00,1.00,8.00,3.00,0.00,116.00,99.00,1248.00,1306.00
147.00,3.00,2.00,2.00,1.00,1.00,142.00,99.00,1098.00,1169.00
148.00,1.00,0.00,6.00,2.00,1.00,78.00,99.00,1198.00,1237.00
149.00,1.00,0.00,0.00,2.00,1.00,78.00,99.00,1048.00,1087.00
150.00,2.00,2.00,8.00,0.00,0.00,172.00,99.00,1248.00,1334.00
151.00,3.00,0.00,7.00,2.00,0.00,90.00,99.00,1223.00,1268.00
152.00,2.00,0.00,7.00,0.00,0.00,96.00,99.00,1223.00,1271.00
153.00,1.00,3.00,4.00,2.00,1.00,226.00,99.00,1148.00,1261.00
154.00,2.00,3.00,7.00,0.00,0.00,246.00,99.00,1223.00,1346.00
155.00,0.00,0.00,8.00,2.00,0.00,74.00,99.00,1248.00,1285.00
156.00,3.00,0.00,1.00,0.00,1.00,46.00,99.00,1073.00,1096.00
157.00,0.00,2.00,8.00,2.00,0.00,154.00,99.00,1248.00,1325.00
158.00,0.00,3.00,3.00,1.00,1.00,186.00,99.00,1123.00,1216.00
159.00,1.00,3.00,2.00,0.00,0.00,150.00,99.00,1098.00,1173.00
160.00,2.00,0.00,1.00,2.00,1.00,70.00,99.00,1073.00,1108.00
161.00,3.00,0.00,8.00,2.00,0.00,108.00,99.00,1248.00,1302.00
162.00,0.00,0.00,6.00,0.00,1.00,120.00,99.00,1198.00,1258.00
163.00,2.00,3.00,0.00,3.00,1.00,148.00,99.00,1048.00,1122.00
164.00,2.00,2.00,10.00,2.00,1.00,106.00,99.00,1298.00,1351.00
165.00,1.00,2.00,10.00,0.00,0.00,122.00,99.00,1298.00,1359.00
166.00,3.00,0.00,10.00,2.00,0.00,106.00,99.00,1298.00,1351.00
167.00,0.00,1.00,7.00,1.00,1.00,72.00,99.00,1223.00,1259.00
