# trial,instr,stim,isi,response,accuracy,rt,instr_onset,stim_onset,resp_onset
0.00,0.00,1.00,0.00,1.00,1.00,190.00,99.00,1048.00,1143.00
1.00,0.00,2.00,4.00,0.00,1.00,438.00,99.00,1148.00,1367.00
2.00,1.00,0.00,4.00,2.00,1.00,222.00,99.00,1148.00,1259.00
3.00,1.00,1.00,5.00,3.00,1.00,194.00,99.00,1173.00,1270.00
4.00,2.00,2.00,7.00,2.00,1.00,452.00,99.00,1223.00,1449.00
5.00,2.00,1.00,2.00,3.00,1.00,154.00,99.00,1098.00,1175.00
6.00,1.00,0.00,3.00,2.00,1.00,254.00,99.00,1123.00,1250.00
7.00,3.00,0.00,1.00,0.00,1.00,164.00,99.00,1073.00,1155.00
8.00,1.00,1.00,8.00,3.00,1.00,284.00,99.00,1248.00,1390.00
9.00,0.00,3.00,8.00,1.00,1.00,510.00,99.00,1248.00,1503.00
10.00,0.00,0.00,0.00,0.00,1.00,210.00,99.00,1048.00,1153.00
11.00,2.00,3.00,1.00,3.00,1.00,366.00,99.00,1073.00,1256.00
12.00,3.00,1.00,2.00,1.00,1.00,194.00,99.00,1098.00,1195.00
13.00,3.00,3.00,1.00,0.00,1.00,396.00,99.00,1073.00,1271.00
14.00,2.00,0.00,6.00,2.00,1.00,216.00,99.00,1198.00,1306.00
15.00,0.00,1.00,8.00,1.00,1.00,188.00,99.00,1248.00,1342.00
16.00,3.00,2.00,9.00,1.00,1.00,442.00,99.00,1273.00,1494.00
17.00,0.00,1.00,4.00,1.00,1.00,238.00,99.00,1148.00,1267.00
18.00,1.00,1.00,7.00,3.00,1.00,158.00,99.00,1223.00,1302.00
19.00,1.00,1.00,7.00,1.00,0.00,252.00,99.00,1223.00,1349.00
20.00,3.00,3.00,3.00,0.00,1.00,568.00,99.00,1123.00,1407.00
21.00,3.00,3.00,1.00,0.00,1.00,426.00,99.00,1073.00,1286.00
22.00,2.00,0.00,3.00,2.00,1.00,134.00,99.00,1123.00,1190.00
23.00,2.00,3.00,1.00,3.00,1.00,548.00,99.00,1073.00,1347.00
