# trial,instr,stim,isi,response,accuracy,rt,instr_onset,stim_onset,resp_onset
0.00,2.00,3.00,8.00,3.00,1.00,334.00,99.00,1248.00,1415.00
1.00,3.00,2.00,10.00,1.00,1.00,502.00,99.00,1298.00,1549.00
2.00,0.00,1.00,0.00,1.00,1.00,166.00,99.00,1048.00,1131.00
3.00,3.00,3.00,0.00,0.00,1.00,246.00,99.00,1048.00,1171.00
4.00,2.00,0.00,1.00,2.00,1.00,160.00,99.00,1073.00,1153.00
5.00,0.00,3.00,6.00,1.00,1.00,284.00,99.00,1198.00,1340.00
6.00,2.00,1.00,4.00,3.00,1.00,148.00,99.00,1148.00,1222.00
7.00,1.00,3.00,5.00,2.00,1.00,296.00,99.00,1173.00,1321.00
8.00,3.00,3.00,1.00,0.00,1.00,396.00,99.00,1073.00,1271.00
9.00,0.00,1.00,7.00,1.00,1.00,218.00,99.00,1223.00,1332.00
10.00,1.00,2.00,4.00,3.00,1.00,324.00,99.00,1148.00,1310.00
11.00,2.00,1.00,8.00,3.00,1.00,210.00,99.00,1248.00,1353.00
12.00,3.00,1.00,5.00,1.00,1.00,200.00,99.00,1173.00,1273.00
13.00,1.00,0.00,4.00,2.00,1.00,162.00,99.00,1148.00,1229.00
14.00,2.00,2.00,4.00,2.00,1.00,298.00,99.00,1148.00,1297.00
15.00,2.00,0.00,0.00,2.00,1.00,180.00,99.00,1048.00,1138.00
16.00,0.00,0.00,0.00,0.00,1.00,180.00,99.00,1048.00,1138.00
17.00,1.00,2.00,8.00,3.00,1.00,230.00,99.00,1248.00,1363.00
18.00,0.00,3.00,10.00,1.00,1.00,264.00,99.00,1298.00,1430.00
19.00,1.00,2.00,9.00,3.00,1.00,264.00,99.00,1273.00,1405.00
20.00,0.00,0.00,6.00,0.00,1.00,190.00,99.00,1198.00,1293.00
21.00,0.00,1.00,4.00,1.00,1.00,150.00,99.00,1148.00,1223.00
22.00,1.00,1.00,6.00,3.00,1.00,160.00,99.00,1198.00,1278.00
