# trial,instr,stim,isi,response,accuracy,rt,instr_onset,stim_onset,resp_onset
0.00,0.00,0.00,6.00,0.00,1.00,136.00,99.00,1198.00,1266.00
1.00,0.00,0.00,9.00,0.00,1.00,94.00,99.00,1273.00,1320.00
2.00,3.00,1.00,7.00,1.00,1.00,114.00,99.00,1223.00,1280.00
3.00,2.00,0.00,0.00,0.00,0.00,142.00,99.00,1048.00,1119.00
4.00,2.00,2.00,9.00,2.00,1.00,358.00,99.00,1273.00,1452.00
5.00,0.00,3.00,0.00,0.00,0.00,258.00,99.00,1048.00,1177.00
6.00,0.00,2.00,6.00,0.00,1.00,198.00,99.00,1198.00,1297.00
7.00,1.00,0.00,8.00,2.00,1.00,124.00,99.00,1248.00,1310.00
8.00,0.00,2.00,4.00,0.00,1.00,282.00,99.00,1148.00,1289.00
9.00,3.00,1.00,4.00,3.00,0.00,122.00,99.00,1148.00,1209.00
10.00,1.00,0.00,9.00,2.00,1.00,146.00,99.00,1273.00,1346.00
11.00,1.00,1.00,3.00,3.00,1.00,160.00,99.00,1123.00,1203.00
12.00,1.00,0.00,2.00,0.00,0.00,150.00,99.00,1098.00,1173.00
13.00,2.00,2.00,5.00,3.00,0.00,236.00,99.00,1173.00,1291.00
14.00,1.00,3.00,5.00,2.00,1.00,212.00,99.00,1173.00,1279.00
15.00,3.00,0.00,0.00,0.00,1.00,106.00,99.00,1048.00,1101.00
16.00,1.00,0.00,4.00,2.00,1.00,154.00,99.00,1148.00,1225.00
17.00,0.00,2.00,2.00,0.00,1.00,220.00,99.00,1098.00,1208.00
18.00,1.00,3.00,7.00,2.00,1.00,214.00,99.00,1223.00,1330.00
19.00,1.00,1.00,4.00,3.00,1.00,130.00,99.00,1148.00,1213.00
20.00,3.00,1.00,1.00,3.00,0.00,176.00,99.00,1073.00,1161.00
21.00,1.00,2.00,6.00,3.00,1.00,188.00,99.00,1198.00,1292.00
22.00,3.00,3.00,9.00,0.00,1.00,220.00,99.00,1273.00,1383.00
23.00,0.00,2.00,6.00,1.00,0.00,210.00,99.00,1198.00,1303.00
24.00,0.00,2.00,1.00,1.00,0.00,320.00,99.00,1073.00,1233.00
25.00,3.00,1.00,6.00,1.00,1.00,124.00,99.00,1198.00,1260.00
26.00,3.00,2.00,10.00,1.00,1.00,314.00,99.00,1298.00,1455.00
27.00,3.00,2.00,0.00,1.00,1.00,276.00,99.00,1048.00,1186.00
28.00,0.00,2.00,8.00,3.00,0.00,286.00,99.00,1248.00,1391.00
29.00,2.00,3.00,5.00,3.00,1.00,288.00,99.00,1173.00,1317.00
30.00,0.00,2.00,0.00,0.00,1.00,210.00,99.00,1048.00,1153.00
31.00,1.00,3.00,3.00,2.00,1.00,312.00,99.00,1123.00,1279.00
32.00,2.00,0.00,3.00,2.00,1.00,150.00,99.00,1123.00,1198.00
33.00,3.00,2.00,6.00,1.00,1.00,204.00,99.00,1198.00,1300.00
34.00,3.00,3.00,2.00,2.00,0.00,350.00,99.00,1098.00,1273.00
35.00,0.00,3.00,9.00,1.00,1.00,222.00,99.00,1273.00,1384.00
36.00,3.00,0.00,10.00,0.00,1.00,168.00,99.00,1298.00,1382.00
37.00,0.00,2.00,9.00,0.00,1.00,226.00,99.00,1273.00,1386.00
38.00,0.00,1.00,8.00,3.00,0.00,128.00,99.00,1248.00,1312.00
39.00,2.00,2.00,5.00,2.00,1.00,234.00,99.00,1173.00,1290.00
40.00,3.00,1.00,5.00,1.00,1.00,156.00,99.00,1173.00,1251.00
41.00,1.00,0.00,10.00,0.00,0.00,144.00,99.00,1298.00,1370.00
42.00,0.00,3.00,7.00,1.00,1.00,286.00,99.00,1223.00,1366.00
43.00,0.00,0.00,1.00,0.00,1.00,172.00,99.00,1073.00,1159.00
