# trial,instr,stim,isi,response,accuracy,rt,instr_onset,stim_onset,resp_onset
0.00,2.00,2.00,9.00,2.00,1.00,204.00,99.00,1273.00,1375.00
1.00,3.00,3.00,8.00,0.00,1.00,194.00,99.00,1248.00,1345.00
2.00,0.00,3.00,3.00,1.00,1.00,238.00,99.00,1123.00,1242.00
3.00,3.00,0.00,8.00,0.00,1.00,152.00,99.00,1248.00,1324.00
4.00,0.00,0.00,8.00,2.00,0.00,154.00,99.00,1248.00,1325.00
5.00,0.00,2.00,0.00,0.00,1.00,230.00,99.00,1048.00,1163.00
6.00,1.00,3.00,6.00,2.00,1.00,182.00,99.00,1198.00,1289.00
7.00,0.00,0.00,5.00,0.00,1.00,134.00,99.00,1173.00,1240.00
8.00,2.00,0.00,7.00,2.00,1.00,144.00,99.00,1223.00,1295.00
9.00,0.00,2.00,4.00,0.00,1.00,200.00,99.00,1148.00,1248.00
10.00,0.00,1.00,9.00,1.00,1.00,136.00,99.00,1273.00,1341.00
11.00,3.00,0.00,7.00,0.00,1.00,138.00,99.00,1223.00,1292.00
12.00,3.00,1.00,9.00,3.00,0.00,118.00,99.00,1273.00,1332.00
13.00,1.00,3.00,3.00,2.00,1.00,194.00,99.00,1123.00,1220.00
14.00,1.00,0.00,2.00,2.00,1.00,114.00,99.00,1098.00,1155.00
15.00,0.00,3.00,6.00,1.00,1.00,188.00,99.00,1198.00,1292.00
16.00,0.00,0.00,2.00,0.00,1.00,114.00,99.00,1098.00,1155.00
17.00,0.00,2.00,6.00,0.00,1.00,310.00,99.00,1198.00,1353.00
18.00,3.00,0.00,2.00,0.00,1.00,136.00,99.00,1098.00,1166.00
19.00,1.00,1.00,5.00,3.00,1.00,128.00,99.00,1173.00,1237.00
20.00,3.00,0.00,8.00,2.00,0.00,142.00,99.00,1248.00,1319.00
21.00,3.00,1.00,6.00,1.00,1.00,128.00,99.00,1198.00,1262.00
22.00,2.00,0.00,3.00,2.00,1.00,132.00,99.00,1123.00,1189.00
23.00,2.00,0.00,1.00,2.00,1.00,114.00,99.00,1073.00,1130.00
24.00,3.00,0.00,1.00,2.00,0.00,134.00,99.00,1073.00,1140.00
25.00,0.00,0.00,7.00,0.00,1.00,106.00,99.00,1223.00,1276.00
26.00,0.00,0.00,5.00,0.00,1.00,132.00,99.00,1173.00,1239.00
27.00,0.00,1.00,6.00,3.00,0.00,130.00,99.00,1198.00,1263.00
28.00,3.00,2.00,7.00,1.00,1.00,206.00,99.00,1223.00,1326.00
29.00,1.00,1.00,3.00,1.00,0.00,132.00,99.00,1123.00,1189.00
30.00,1.00,3.00,9.00,2.00,1.00,206.00,99.00,1273.00,1376.00
31.00,1.00,1.00,7.00,1.00,0.00,128.00,99.00,1223.00,1287.00
32.00,3.00,2.00,10.00,1.00,1.00,228.00,99.00,1298.00,1412.00
