# trial,instr,stim,isi,response,accuracy,rt,instr_onset,stim_onset,resp_onset
0.00,0.00,1.00,5.00,3.00,0.00,182.00,99.00,1173.00,1264.00
1.00,3.00,0.00,4.00,2.00,0.00,152.00,99.00,1148.00,1224.00
2.00,0.00,3.00,4.00,3.00,0.00,344.00,99.00,1148.00,1320.00
3.00,1.00,0.00,10.00,2.00,1.00,228.00,99.00,1298.00,1412.00
4.00,3.00,0.00,1.00,2.00,0.00,166.00,99.00,1073.00,1156.00
5.00,0.00,0.00,5.00,0.00,1.00,152.00,99.00,1173.00,1249.00
6.00,3.00,1.00,9.00,1.00,1.00,132.00,99.00,1273.00,1339.00
7.00,0.00,0.00,3.00,0.00,1.00,210.00,99.00,1123.00,1228.00
8.00,3.00,3.00,0.00,1.00,0.00,304.00,99.00,1048.00,1200.00
9.00,3.00,1.00,2.00,1.00,1.00,150.00,99.00,1098.00,1173.00
10.00,2.00,3.00,1.00,1.00,0.00,408.00,99.00,1073.00,1277.00
11.00,3.00,3.00,10.00,2.00,0.00,342.00,99.00,1298.00,1469.00
12.00,3.00,1.00,3.00,3.00,0.00,192.00,99.00,1123.00,1219.00
13.00,2.00,0.00,5.00,2.00,1.00,218.00,99.00,1173.00,1282.00
14.00,2.00,2.00,4.00,2.00,1.00,322.00,99.00,1148.00,1309.00
15.00,2.00,0.00,1.00,2.00,1.00,182.00,99.00,1073.00,1164.00
16.00,2.00,0.00,8.00,2.00,1.00,144.00,99.00,1248.00,1320.00
17.00,0.00,3.00,2.00,1.00,1.00,324.00,99.00,1098.00,1260.00
18.00,3.00,3.00,3.00,0.00,1.00,266.00,99.00,1123.00,1256.00
19.00,1.00,0.00,4.00,2.00,1.00,178.00,99.00,1148.00,1237.00
20.00,1.00,0.00,1.00,2.00,1.00,120.00,99.00,1073.00,1133.00
21.00,2.00,0.00,2.00,0.00,0.00,194.00,99.00,1098.00,1195.00
22.00,3.00,0.00,5.00,2.00,0.00,158.00,99.00,1173.00,1252.00
23.00,0.00,2.00,4.00,0.00,1.00,316.00,99.00,1148.00,1306.00
24.00,0.00,0.00,0.00,0.00,1.00,112.00,99.00,1048.00,1104.00
25.00,3.00,0.00,3.00,0.00,1.00,130.00,99.00,1123.00,1188.00
26.00,1.00,0.00,2.00,2.00,1.00,176.00,99.00,1098.00,1186.00
27.00,3.00,2.00,4.00,1.00,1.00,306.00,99.00,1148.00,1301.00
28.00,2.00,2.00,0.00,2.00,1.00,246.00,99.00,1048.00,1171.00
29.00,2.00,0.00,10.00,2.00,1.00,182.00,99.00,1298.00,1389.00
30.00,0.00,3.00,1.00,1.00,1.00,246.00,99.00,1073.00,1196.00
31.00,1.00,0.00,9.00,2.00,1.00,168.00,99.00,1273.00,1357.00
32.00,2.00,0.00,6.00,2.00,1.00,130.00,99.00,1198.00,1263.00
33.00,3.00,1.00,1.00,1.00,1.00,124.00,99.00,1073.00,1135.00
34.00,2.00,0.00,9.00,0.00,0.00,172.00,99.00,1273.00,1359.00
35.00,1.00,2.00,8.00,3.00,1.00,360.00,99.00,1248.00,1428.00
36.00,3.00,2.00,6.00,2.00,0.00,264.00,99.00,1198.00,1330.00
37.00,3.00,0.00,2.00,0.00,1.00,170.00,99.00,1098.00,1183.00
