# trial,instr,stim,isi,response,accuracy,rt,instr_onset,stim_onset,resp_onset
0.00,3.00,3.00,10.00,3.00,0.00,220.00,99.00,1298.00,1408.00
1.00,2.00,2.00,8.00,2.00,1.00,322.00,99.00,1248.00,1409.00
2.00,2.00,0.00,9.00,2.00,1.00,126.00,99.00,1273.00,1336.00
3.00,2.00,2.00,7.00,2.00,1.00,200.00,99.00,1223.00,1323.00
4.00,1.00,1.00,10.00,3.00,1.00,116.00,99.00,1298.00,1356.00
5.00,1.00,2.00,4.00,3.00,1.00,164.00,99.00,1148.00,1230.00
6.00,3.00,3.00,4.00,0.00,1.00,178.00,99.00,1148.00,1237.00
7.00,1.00,0.00,2.00,2.00,1.00,136.00,99.00,1098.00,1166.00
8.00,3.00,3.00,2.00,0.00,1.00,210.00,99.00,1098.00,1203.00
9.00,1.00,1.00,10.00,3.00,1.00,100.00,99.00,1298.00,1348.00
10.00,0.00,1.00,10.00,1.00,1.00,156.00,99.00,1298.00,1376.00
11.00,0.00,2.00,3.00,3.00,0.00,166.00,99.00,1123.00,1206.00
12.00,2.00,3.00,7.00,3.00,1.00,192.00,99.00,1223.00,1319.00
13.00,3.00,1.00,1.00,3.00,0.00,126.00,99.00,1073.00,1136.00
14.00,2.00,2.00,10.00,1.00,0.00,262.00,99.00,1298.00,1429.00
15.00,0.00,1.00,0.00,1.00,1.00,140.00,99.00,1048.00,1118.00
16.00,0.00,1.00,2.00,1.00,1.00,130.00,99.00,1098.00,1163.00
17.00,1.00,0.00,6.00,2.00,1.00,136.00,99.00,1198.00,1266.00
18.00,3.00,0.00,6.00,0.00,1.00,124.00,99.00,1198.00,1260.00
19.00,3.00,3.00,7.00,0.00,1.00,196.00,99.00,1223.00,1321.00
20.00,2.00,1.00,1.00,3.00,1.00,112.00,99.00,1073.00,1129.00
21.00,0.00,1.00,9.00,3.00,0.00,150.00,99.00,1273.00,1348.00
22.00,3.00,3.00,1.00,0.00,1.00,224.00,99.00,1073.00,1185.00
23.00,3.00,0.00,0.00,0.00,1.00,118.00,99.00,1048.00,1107.00
24.00,2.00,1.00,3.00,3.00,1.00,114.00,99.00,1123.00,1180.00
25.00,0.00,0.00,8.00,0.00,1.00,122.00,99.00,1248.00,1309.00
26.00,2.00,1.00,4.00,3.00,1.00,130.00,99.00,1148.00,1213.00
27.00,3.00,2.00,3.00,1.00,1.00,282.00,99.00,1123.00,1264.00
28.00,2.00,2.00,6.00,2.00,1.00,202.00,99.00,1198.00,1299.00
29.00,1.00,2.00,3.00,3.00,1.00,242.00,99.00,1123.00,1244.00
30.00,0.00,0.00,5.00,2.00,0.00,134.00,99.00,1173.00,1240.00
31.00,0.00,1.00,8.00,1.00,1.00,124.00,99.00,1248.00,1310.00
32.00,1.00,1.00,10.00,1.00,0.00,144.00,99.00,1298.00,1370.00
33.00,2.00,1.00,5.00,3.00,1.00,110.00,99.00,1173.00,1228.00
34.00,3.00,1.00,1.00,1.00,1.00,126.00,99.00,1073.00,1136.00
35.00,0.00,2.00,10.00,3.00,0.00,252.00,99.00,1298.00,1424.00
36.00,2.00,2.00,0.00,2.00,1.00,184.00,99.00,1048.00,1140.00
37.00,3.00,3.00,9.00,0.00,1.00,222.00,99.00,1273.00,1384.00
38.00,1.00,0.00,6.00,2.00,1.00,104.00,99.00,1198.00,1250.00
39.00,1.00,3.00,10.00,2.00,1.00,204.00,99.00,1298.00,1400.00
40.00,1.00,1.00,2.00,3.00,1.00,110.00,99.00,1098.00,1153.00
41.00,1.00,1.00,7.00,3.00,1.00,144.00,99.00,1223.00,1295.00
42.00,0.00,1.00,10.00,1.00,1.00,144.00,99.00,1298.00,1370.00
43.00,3.00,1.00,2.00,1.00,1.00,118.00,99.00,1098.00,1157.00
