# trial,instr,stim,isi,response,accuracy,rt,instr_onset,stim_onset,resp_onset
0.00,3.00,1.00,0.00,3.00,0.00,168.00,99.00,1048.00,1132.00
1.00,0.00,3.00,1.00,1.00,1.00,164.00,99.00,1073.00,1155.00
2.00,1.00,2.00,7.00,3.00,1.00,196.00,99.00,1223.00,1321.00
3.00,0.00,0.00,7.00,0.00,1.00,110.00,99.00,1223.00,1278.00
4.00,0.00,2.00,0.00,0.00,1.00,160.00,99.00,1048.00,1128.00
5.00,1.00,2.00,8.00,3.00,1.00,210.00,99.00,1248.00,1353.00
6.00,0.00,2.00,0.00,0.00,1.00,200.00,99.00,1048.00,1148.00
7.00,2.00,3.00,10.00,3.00,1.00,256.00,99.00,1298.00,1426.00
8.00,3.00,1.00,0.00,3.00,0.00,130.00,99.00,1048.00,1113.00
9.00,3.00,0.00,9.00,0.00,1.00,110.00,99.00,1273.00,1328.00
10.00,1.00,0.00,9.00,2.00,1.00,118.00,99.00,1273.00,1332.00
11.00,1.00,2.00,7.00,3.00,1.00,224.00,99.00,1223.00,1335.00
12.00,1.00,0.00,8.00,2.00,1.00,136.00,99.00,1248.00,1316.00
13.00,2.00,3.00,4.00,3.00,1.00,156.00,99.00,1148.00,1226.00
14.00,0.00,3.00,9.00,1.00,1.00,242.00,99.00,1273.00,1394.00
15.00,3.00,2.00,10.00,1.00,1.00,230.00,99.00,1298.00,1413.00
16.00,0.00,0.00,9.00,0.00,1.00,106.00,99.00,1273.00,1326.00
17.00,1.00,2.00,0.00,3.00,1.00,250.00,99.00,1048.00,1173.00
18.00,1.00,1.00,10.00,3.00,1.00,136.00,99.00,1298.00,1366.00
19.00,1.00,1.00,7.00,3.00,1.00,108.00,99.00,1223.00,1277.00
20.00,1.00,2.00,5.00,3.00,1.00,200.00,99.00,1173.00,1273.00
21.00,0.00,1.00,2.00,3.00,0.00,122.00,99.00,1098.00,1159.00
22.00,0.00,1.00,4.00,1.00,1.00,118.00,99.00,1148.00,1207.00
23.00,2.00,0.00,6.00,0.00,0.00,142.00,99.00,1198.00,1269.00
24.00,2.00,3.00,5.00,3.00,1.00,220.00,99.00,1173.00,1283.00
25.00,0.00,2.00,3.00,0.00,1.00,238.00,99.00,1123.00,1242.00
26.00,2.00,2.00,6.00,2.00,1.00,164.00,99.00,1198.00,1280.00
27.00,1.00,1.00,3.00,3.00,1.00,124.00,99.00,1123.00,1185.00
28.00,1.00,1.00,8.00,3.00,1.00,108.00,99.00,1248.00,1302.00
29.00,0.00,3.00,7.00,1.00,1.00,252.00,99.00,1223.00,1349.00
30.00,1.00,1.00,4.00,3.00,1.00,136.00,99.00,1148.00,1216.00
31.00,2.00,1.00,0.00,3.00,1.00,140.00,99.00,1048.00,1118.00
32.00,2.00,3.00,4.00,3.00,1.00,220.00,99.00,1148.00,1258.00
33.00,3.00,3.00,0.00,0.00,1.00,172.00,99.00,1048.00,1134.00
34.00,0.00,1.00,10.00,1.00,1.00,124.00,99.00,1298.00,1360.00
35.00,2.00,2.00,6.00,2.00,1.00,222.00,99.00,1198.00,1309.00
36.00,1.00,3.00,3.00,2.00,1.00,224.00,99.00,1123.00,1235.00
37.00,1.00,1.00,0.00,1.00,0.00,142.00,99.00,1048.00,1119.00
38.00,3.00,2.00,0.00,2.00,0.00,228.00,99.00,1048.00,1162.00
39.00,1.00,3.00,0.00,1.00,0.00,202.00,99.00,1048.00,1149.00
40.00,1.00,0.00,4.00,2.00,1.00,116.00,99.00,1148.00,1206.00
41.00,1.00,2.00,1.00,3.00,1.00,218.00,99.00,1073.00,1182.00
42.00,2.00,1.00,2.00,3.00,1.00,122.00,99.00,1098.00,1159.00
43.00,1.00,3.00,4.00,2.00,1.00,250.00,99.00,1148.00,1273.00
44.00,3.00,2.00,8.00,1.00,1.00,210.00,99.00,1248.00,1353.00
45.00,3.00,0.00,10.00,0.00,1.00,124.00,99.00,1298.00,1360.00
46.00,0.00,1.00,4.00,1.00,1.00,120.00,99.00,1148.00,1208.00
47.00,2.00,0.00,0.00,0.00,0.00,142.00,99.00,1048.00,1119.00
48.00,0.00,1.00,1.00,1.00,1.00,114.00,99.00,1073.00,1130.00
49.00,2.00,1.00,10.00,1.00,0.00,128.00,99.00,1298.00,1362.00
50.00,1.00,0.00,6.00,2.00,1.00,102.00,99.00,1198.00,1249.00
51.00,2.00,0.00,10.00,2.00,1.00,120.00,99.00,1298.00,1358.00
52.00,1.00,2.00,0.00,0.00,0.00,236.00,99.00,1048.00,1166.00
53.00,1.00,2.00,9.00,3.00,1.00,278.00,99.00,1273.00,1412.00
54.00,2.00,0.00,0.00,0.00,0.00,144.00,99.00,1048.00,1120.00
55.00,3.00,0.00,5.00,0.00,1.00,114.00,99.00,1173.00,1230.00
56.00,1.00,2.00,5.00,3.00,1.00,190.00,99.00,1173.00,1268.00
57.00,1.00,1.00,2.00,1.00,0.00,144.00,99.00,1098.00,1170.00
58.00,2.00,0.00,5.00,2.00,1.00,122.00,99.00,1173.00,1234.00
59.00,1.00,0.00,10.00,2.00,1.00,138.00,99.00,1298.00,1367.00
60.00,2.00,2.00,3.00,2.00,1.00,224.00,99.00,1123.00,1235.00
61.00,1.00,3.00,7.00,2.00,1.00,224.00,99.00,1223.00,1335.00
62.00,2.00,3.00,1.00,3.00,1.00,252.00,99.00,1073.00,1199.00
63.00,1.00,3.00,2.00,2.00,1.00,244.00,99.00,1098.00,1220.00
64.00,0.00,2.00,5.00,0.00,1.00,220.00,99.00,1173.00,1283.00
65.00,1.00,0.00,9.00,2.00,1.00,126.00,99.00,1273.00,1336.00
66.00,1.00,0.00,7.00,2.00,1.00,126.00,99.00,1223.00,1286.00
67.00,0.00,1.00,6.00,1.00,1.00,122.00,99.00,1198.00,1259.00
68.00,0.00,0.00,0.00,2.00,0.00,154.00,99.00,1048.00,1125.00
69.00,2.00,0.00,10.00,2.00,1.00,124.00,99.00,1298.00,1360.00
70.00,3.00,3.00,7.00,0.00,1.00,240.00,99.00,1223.00,1343.00
71.00,1.00,3.00,7.00,2.00,1.00,234.00,99.00,1223.00,1340.00
72.00,0.00,0.00,10.00,0.00,1.00,88.00,99.00,1298.00,1342.00
73.00,3.00,1.00,6.00,1.00,1.00,98.00,99.00,1198.00,1247.00
74.00,3.00,0.00,2.00,2.00,0.00,150.00,99.00,1098.00,1173.00
75.00,3.00,0.00,3.00,2.00,0.00,114.00,99.00,1123.00,1180.00
76.00,0.00,3.00,6.00,1.00,1.00,168.00,99.00,1198.00,1282.00
77.00,1.00,0.00,0.00,0.00,0.00,126.00,99.00,1048.00,1111.00
78.00,1.00,0.00,2.00,2.00,1.00,126.00,99.00,1098.00,1161.00
79.00,2.00,2.00,1.00,2.00,1.00,194.00,99.00,1073.00,1170.00
80.00,2.00,2.00,6.00,2.00,1.00,246.00,99.00,1198.00,1321.00
81.00,1.00,3.00,10.00,1.00,0.00,220.00,99.00,1298.00,1408.00
82.00,3.00,3.00,3.00,0.00,1.00,276.00,99.00,1123.00,1261.00
83.00,3.00,1.00,9.00,1.00,1.00,126.00,99.00,1273.00,1336.00
84.00,0.00,3.00,2.00,2.00,0.00,258.00,99.00,1098.00,1227.00
85.00,3.00,3.00,2.00,0.00,1.00,222.00,99.00,1098.00,1209.00
86.00,1.00,1.00,6.00,1.00,0.00,106.00,99.00,1198.00,1251.00
87.00,1.00,0.00,4.00,2.00,1.00,120.00,99.00,1148.00,1208.00
88.00,0.00,0.00,5.00,0.00,1.00,154.00,99.00,1173.00,1250.00
89.00,0.00,0.00,2.00,0.00,1.00,98.00,99.00,1098.00,1147.00
90.00,2.00,0.00,5.00,2.00,1.00,112.00,99.00,1173.00,1229.00
91.00,1.00,3.00,7.00,1.00,0.00,230.00,99.00,1223.00,1338.00
92.00,3.00,1.00,5.00,1.00,1.00,138.00,99.00,1173.00,1242.00
93.00,3.00,1.00,6.00,3.00,0.00,130.00,99.00,1198.00,1263.00
94.00,1.00,2.00,1.00,3.00,1.00,164.00,99.00,1073.00,1155.00
95.00,2.00,0.00,8.00,2.00,1.00,134.00,99.00,1248.00,1315.00
96.00,0.00,0.00,2.00,0.00,1.00,104.00,99.00,1098.00,1150.00
97.00,0.00,0.00,1.00,0.00,1.00,120.00,99.00,1073.00,1133.00
98.00,3.00,3.00,0.00,0.00,1.00,234.00,99.00,1048.00,1165.00
99.00,0.00,2.00,1.00,0.00,1.00,196.00,99.00,1073.00,1171.00
100.00,2.00,3.00,2.00,3.00,1.00,206.00,99.00,1098.00,1201.00
101.00,2.00,1.00,7.00,3.00,1.00,106.00,99.00,1223.00,1276.00
102.00,1.00,1.00,2.00,3.00,1.00,142.00,99.00,1098.00,1169.00
103.00,2.00,0.00,7.00,2.00,1.00,102.00,99.00,1223.00,1274.00
104.00,0.00,2.00,5.00,0.00,1.00,206.00,99.00,1173.00,1276.00
105.00,1.00,3.00,5.00,2.00,1.00,244.00,99.00,1173.00,1295.00
106.00,0.00,3.00,8.00,1.00,1.00,200.00,99.00,1248.00,1348.00
107.00,1.00,1.00,4.00,3.00,1.00,118.00,99.00,1148.00,1207.00
108.00,0.00,1.00,5.00,1.00,1.00,156.00,99.00,1173.00,1251.00
109.00,1.00,2.00,10.00,3.00,1.00,196.00,99.00,1298.00,1396.00
110.00,1.00,3.00,8.00,2.00,1.00,186.00,99.00,1248.00,1341.00
111.00,2.00,0.00,3.00,2.00,1.00,132.00,99.00,1123.00,1189.00
112.00,0.00,0.00,7.00,0.00,1.00,124.00,99.00,1223.00,1285.00
113.00,2.00,2.00,9.00,1.00,0.00,206.00,99.00,1273.00,1376.00
114.00,0.00,1.00,6.00,1.00,1.00,90.00,99.00,1198.00,1243.00
115.00,0.00,3.00,5.00,1.00,1.00,180.00,99.00,1173.00,1263.00
116.00,3.00,0.00,8.00,0.00,1.00,128.00,99.00,1248.00,1312.00
117.00,1.00,3.00,2.00,2.00,1.00,208.00,99.00,1098.00,1202.00
118.00,2.00,1.00,6.00,3.00,1.00,150.00,99.00,1198.00,1273.00
119.00,0.00,1.00,8.00,1.00,1.00,138.00,99.00,1248.00,1317.00
120.00,1.00,2.00,4.00,3.00,1.00,184.00,99.00,1148.00,1240.00
121.00,1.00,3.00,9.00,2.00,1.00,232.00,99.00,1273.00,1389.00
122.00,2.00,1.00,9.00,3.00,1.00,102.00,99.00,1273.00,1324.00
123.00,3.00,1.00,5.00,1.00,1.00,128.00,99.00,1173.00,1237.00
124.00,0.00,0.00,6.00,0.00,1.00,134.00,99.00,1198.00,1265.00
125.00,1.00,1.00,5.00,3.00,1.00,110.00,99.00,1173.00,1228.00
126.00,1.00,2.00,1.00,3.00,1.00,284.00,99.00,1073.00,1215.00
127.00,1.00,3.00,9.00,2.00,1.00,196.00,99.00,1273.00,1371.00
128.00,3.00,3.00,10.00,3.00,0.00,254.00,99.00,1298.00,1425.00
129.00,0.00,2.00,1.00,0.00,1.00,212.00,99.00,1073.00,1179.00
130.00,1.00,1.00,5.00,3.00,1.00,138.00,99.00,1173.00,1242.00
131.00,2.00,2.00,2.00,2.00,1.00,256.00,99.00,1098.00,1226.00
132.00,3.00,0.00,4.00,0.00,1.00,152.00,99.00,1148.00,1224.00
133.00,3.00,3.00,9.00,0.00,1.00,160.00,99.00,1273.00,1353.00
134.00,3.00,0.00,0.00,0.00,1.00,120.00,99.00,1048.00,1108.00
135.00,2.00,1.00,3.00,1.00,0.00,142.00,99.00,1123.00,1194.00
136.00,0.00,1.00,10.00,1.00,1.00,142.00,99.00,1298.00,1369.00
137.00,1.00,0.00,1.00,0.00,0.00,138.00,99.00,1073.00,1142.00
138.00,1.00,2.00,8.00,3.00,1.00,172.00,99.00,1248.00,1334.00
139.00,1.00,1.00,6.00,1.00,0.00,112.00,99.00,1198.00,1254.00
140.00,3.00,2.00,5.00,1.00,1.00,216.00,99.00,1173.00,1281.00
141.00,2.00,0.00,5.00,2.00,1.00,116.00,99.00,1173.00,1231.00
142.00,1.00,1.00,7.00,3.00,1.00,118.00,99.00,1223.00,1282.00
143.00,0.00,2.00,9.00,0.00,1.00,194.00,99.00,1273.00,1370.00
144.00,2.00,2.00,2.00,2.00,1.00,234.00,99.00,1098.00,1215.00
145.00,1.00,3.00,10.00,2.00,1.00,222.00,99.00,1298.00,1409.00
146.00,0.00,2.00,10.00,0.00,1.00,192.00,99.00,1298.00,1394.00
147.00,0.00,2.00,8.00,0.00,1.00,232.00,99.00,1248.00,1364.00
148.00,1.00,1.00,0.00,3.00,1.00,118.00,99.00,1048.00,1107.00
149.00,3.00,2.00,4.00,1.00,1.00,236.00,99.00,1148.00,1266.00
150.00,2.00,2.00,8.00,2.00,1.00,222.00,99.00,1248.00,1359.00
151.00,1.00,1.00,9.00,1.00,0.00,136.00,99.00,1273.00,1341.00
152.00,1.00,0.00,10.00,2.00,1.00,114.00,99.00,1298.00,1355.00
153.00,0.00,1.00,2.00,1.00,1.00,148.00,99.00,1098.00,1172.00
154.00,1.00,0.00,0.00,2.00,1.00,144.00,99.00,1048.00,1120.00
155.00,3.00,3.00,4.00,0.00,1.00,168.00,99.00,1148.00,1232.00
156.00,3.00,1.00,6.00,3.00,0.00,138.00,99.00,1198.00,1267.00
157.00,3.00,2.00,10.00,1.00,1.00,198.00,99.00,1298.00,1397.00
158.00,1.00,2.00,8.00,3.00,1.00,262.00,99.00,1248.00,1379.00
159.00,2.00,3.00,7.00,3.00,1.00,166.00,99.00,1223.00,1306.00
160.00,2.00,2.00,0.00,2.00,1.00,208.00,99.00,1048.00,1152.00
161.00,2.00,1.00,10.00,3.00,1.00,132.00,99.00,1298.00,1364.00
162.00,0.00,0.00,4.00,0.00,1.00,128.00,99.00,1148.00,1212.00
163.00,2.00,2.00,6.00,1.00,0.00,260.00,99.00,1198.00,1328.00
164.00,0.00,0.00,4.00,0.00,1.00,112.00,99.00,1148.00,1204.00
165.00,2.00,0.00,3.00,2.00,1.00,84.00,99.00,1123.00,1165.00
166.00,2.00,2.00,8.00,2.00,1.00,152.00,99.00,1248.00,1324.00
167.00,2.00,0.00,9.00,2.00,1.00,120.00,99.00,1273.00,1333.00
168.00,3.00,0.00,4.00,0.00,1.00,178.00,99.00,1148.00,1237.00
169.00,3.00,0.00,9.00,0.00,1.00,140.00,99.00,1273.00,1343.00
170.00,3.00,3.00,10.00,0.00,1.00,196.00,99.00,1298.00,1396.00
171.00,2.00,0.00,9.00,2.00,1.00,150.00,99.00,1273.00,1348.00
172.00,1.00,0.00,5.00,2.00,1.00,128.00,99.00,1173.00,1237.00
173.00,0.00,0.00,5.00,0.00,1.00,160.00,99.00,1173.00,1253.00
174.00,1.00,1.00,1.00,3.00,1.00,108.00,99.00,1073.00,1127.00
175.00,0.00,3.00,9.00,1.00,1.00,242.00,99.00,1273.00,1394.00
176.00,2.00,2.00,2.00,2.00,1.00,208.00,99.00,1098.00,1202.00
177.00,0.00,1.00,10.00,1.00,1.00,130.00,99.00,1298.00,1363.00
178.00,2.00,1.00,4.00,3.00,1.00,110.00,99.00,1148.00,1203.00
179.00,0.00,3.00,7.00,1.00,1.00,200.00,99.00,1223.00,1323.00
180.00,1.00,3.00,7.00,2.00,1.00,162.00,99.00,1223.00,1304.00
181.00,3.00,3.00,8.00,0.00,1.00,204.00,99.00,1248.00,1350.00
182.00,1.00,1.00,5.00,1.00,0.00,156.00,99.00,1173.00,1251.00
183.00,1.00,0.00,8.00,2.00,1.00,134.00,99.00,1248.00,1315.00
184.00,3.00,2.00,0.00,1.00,1.00,204.00,99.00,1048.00,1150.00
185.00,2.00,3.00,10.00,3.00,1.00,214.00,99.00,1298.00,1405.00
186.00,1.00,1.00,8.00,3.00,1.00,124.00,99.00,1248.00,1310.00
187.00,0.00,0.00,7.00,0.00,1.00,124.00,99.00,1223.00,1285.00
188.00,3.00,3.00,10.00,0.00,1.00,184.00,99.00,1298.00,1390.00
189.00,0.00,0.00,8.00,0.00,1.00,130.00,99.00,1248.00,1313.00
190.00,0.00,1.00,6.00,1.00,1.00,146.00,99.00,1198.00,1271.00
191.00,1.00,0.00,9.00,2.00,1.00,94.00,99.00,1273.00,1320.00
192.00,2.00,2.00,1.00,2.00,1.00,244.00,99.00,1073.00,1195.00
193.00,1.00,2.00,2.00,3.00,1.00,256.00,99.00,1098.00,1226.00
194.00,1.00,0.00,4.00,2.00,1.00,110.00,99.00,1148.00,1203.00
195.00,3.00,0.00,9.00,0.00,1.00,106.00,99.00,1273.00,1326.00
196.00,0.00,3.00,6.00,1.00,1.00,230.00,99.00,1198.00,1313.00
197.00,3.00,0.00,3.00,0.00,1.00,106.00,99.00,1123.00,1176.00
198.00,3.00,3.00,3.00,0.00,1.00,180.00,99.00,1123.00,1213.00
199.00,3.00,0.00,7.00,0.00,1.00,132.00,99.00,1223.00,1289.00
200.00,2.00,0.00,7.00,2.00,1.00,106.00,99.00,1223.00,1276.00
201.00,1.00,2.00,7.00,3.00,1.00,208.00,99.00,1223.00,1327.00
202.00,2.00,1.00,10.00,3.00,1.00,112.00,99.00,1298.00,1354.00
203.00,3.00,2.00,10.00,1.00,1.00,232.00,99.00,1298.00,1414.00
204.00,2.00,3.00,5.00,3.00,1.00,202.00,99.00,1173.00,1274.00
