# trial,instr,stim,isi,response,accuracy,rt,instr_onset,stim_onset,resp_onset
0.00,0.00,1.00,5.00,1.00,1.00,154.00,99.00,1173.00,1250.00
1.00,0.00,3.00,1.00,1.00,1.00,224.00,99.00,1073.00,1185.00
2.00,2.00,0.00,7.00,2.00,1.00,134.00,99.00,1223.00,1290.00
3.00,0.00,3.00,7.00,1.00,1.00,270.00,99.00,1223.00,1358.00
4.00,0.00,0.00,5.00,0.00,1.00,160.00,99.00,1173.00,1253.00
5.00,3.00,3.00,2.00,0.00,1.00,362.00,99.00,1098.00,1279.00
6.00,1.00,0.00,5.00,2.00,1.00,170.00,99.00,1173.00,1258.00
7.00,0.00,2.00,4.00,0.00,1.00,212.00,99.00,1148.00,1254.00
8.00,2.00,1.00,8.00,3.00,1.00,118.00,99.00,1248.00,1307.00
9.00,0.00,1.00,1.00,1.00,1.00,128.00,99.00,1073.00,1137.00
10.00,2.00,3.00,3.00,3.00,1.00,186.00,99.00,1123.00,1216.00
11.00,0.00,0.00,9.00,0.00,1.00,130.00,99.00,1273.00,1338.00
12.00,1.00,1.00,9.00,3.00,1.00,94.00,99.00,1273.00,1320.00
13.00,3.00,3.00,7.00,3.00,0.00,206.00,99.00,1223.00,1326.00
14.00,0.00,3.00,0.00,1.00,1.00,310.00,99.00,1048.00,1203.00
15.00,2.00,3.00,0.00,2.00,0.00,316.00,99.00,1048.00,1206.00
16.00,3.00,0.00,2.00,2.00,0.00,126.00,99.00,1098.00,1161.00
17.00,0.00,3.00,2.00,1.00,1.00,236.00,99.00,1098.00,1216.00
18.00,0.00,3.00,1.00,1.00,1.00,220.00,99.00,1073.00,1183.00
19.00,0.00,1.00,10.00,1.00,1.00,118.00,99.00,1298.00,1357.00
20.00,3.00,0.00,8.00,0.00,1.00,170.00,99.00,1248.00,1333.00
21.00,2.00,3.00,5.00,3.00,1.00,284.00,99.00,1173.00,1315.00
22.00,2.00,2.00,9.00,2.00,1.00,216.00,99.00,1273.00,1381.00
23.00,1.00,0.00,9.00,2.00,1.00,122.00,99.00,1273.00,1334.00
24.00,0.00,3.00,1.00,1.00,1.00,212.00,99.00,1073.00,1179.00
25.00,1.00,1.00,4.00,1.00,0.00,128.00,99.00,1148.00,1212.00
26.00,1.00,3.00,2.00,3.00,0.00,220.00,99.00,1098.00,1208.00
27.00,1.00,3.00,4.00,1.00,0.00,320.00,99.00,1148.00,1308.00
28.00,0.00,2.00,5.00,2.00,0.00,268.00,99.00,1173.00,1307.00
29.00,1.00,2.00,10.00,3.00,1.00,202.00,99.00,1298.00,1399.00
30.00,0.00,2.00,9.00,3.00,0.00,234.00,99.00,1273.00,1390.00
31.00,2.00,3.00,2.00,3.00,1.00,246.00,99.00,1098.00,1221.00
32.00,2.00,2.00,10.00,2.00,1.00,228.00,99.00,1298.00,1412.00
