/usr/local/lib/python3.6/dist-packages/ipykernel_launcher.py:22: VisibleDeprecationWarning: Passing `normed=True` on non-uniform bins has always been broken, and computes neither the probability density function nor the probability mass function. The result is only correct if the bins are uniform, when density=True will produce the same result anyway. The argument will be removed in a future version of numpy.
/usr/local/lib/python3.6/dist-packages/ipykernel_launcher.py:23: VisibleDeprecationWarning: Passing `normed=True` on non-uniform bins has always been broken, and computes neither the probability density function nor the probability mass function. The result is only correct if the bins are uniform, when density=True will produce the same result anyway. The argument will be removed in a future version of numpy.

mfc: 5.9988525288888255, thres: 1.494490158347421, gd: 2, error: 84869.22275165014

/usr/local/lib/python3.6/dist-packages/ipykernel_launcher.py:22: VisibleDeprecationWarning: Passing `normed=True` on non-uniform bins has always been broken, and computes neither the probability density function nor the probability mass function. The result is only correct if the bins are uniform, when density=True will produce the same result anyway. The argument will be removed in a future version of numpy.
/usr/local/lib/python3.6/dist-packages/ipykernel_launcher.py:23: VisibleDeprecationWarning: Passing `normed=True` on non-uniform bins has always been broken, and computes neither the probability density function nor the probability mass function. The result is only correct if the bins are uniform, when density=True will produce the same result anyway. The argument will be removed in a future version of numpy.

mfc: 5.424985191190829, thres: 4.2173337979038905, gd: 2, error: 42786.603342449984
mfc: 8.057907087524345, thres: 1.0725761437262933, gd: 2, error: 153231.14464930017
mfc: 5.089572021689325, thres: 2.179888737982953, gd: 2, error: 59096.88510381121
mfc: 6.552122857942582, thres: 2.0189267216111038, gd: 2, error: 68084.43034533472
mfc: 4.779245651581386, thres: 3.5745813280424823, gd: 2, error: 40693.124172869015
mfc: 8.418031831026134, thres: 4.187122234148747, gd: 2, error: 45808.51627123205
mfc: 4.388706212717489, thres: 3.709554034563274, gd: 2, error: 39219.49692865102
mfc: 6.885562788678138, thres: 3.364801042960447, gd: 2, error: 50785.01367018868
mfc: 5.2136865489756765, thres: 3.518114156389181, gd: 2, error: 44760.30625007386
mfc: 4.0009239805040835, thres: 2.796490103194564, gd: 2, error: 46277.58630699312
mfc: 7.005968874210324, thres: 4.95375815142501, gd: 2, error: 38462.44356942013
mfc: 7.219718065090639, thres: 3.969646461639466, gd: 2, error: 52439.36305745138
mfc: 3.5092456040957947, thres: 1.9048435974294273, gd: 2, error: 54978.56060867108
mfc: 5.66032487512396, thres: 1.6362614569526865, gd: 2, error: 76452.34696866015
mfc: 3.965573223934006, thres: 4.550900418643055, gd: 2, error: 33866.85128011539
mfc: 7.849077979492819, thres: 1.2988381997932419, gd: 2, error: 111705.7975571416
mfc: 6.73125270522637, thres: 3.1988554866298724, gd: 2, error: 53782.7212201115
mfc: 4.583523416885971, thres: 1.6696200945295612, gd: 2, error: 69235.49375870709
mfc: 3.614070559035683, thres: 4.373953220455608, gd: 2, error: 32900.102164934375
mfc: 6.32144600589322, thres: 2.540964647953591, gd: 2, error: 58959.31149691626
mfc: 3.06094377042825, thres: 2.7118985833655063, gd: 2, error: 42093.277599879235
mfc: 6.015685007995484, thres: 2.2482481230419773, gd: 2, error: 58773.952489732124
mfc: 8.325331748239572, thres: 2.9803550472213076, gd: 2, error: 61959.77039953663
mfc: 8.978153758459548, thres: 1.1640352931577096, gd: 2, error: 128869.49177544062
mfc: 3.3965508546980967, thres: 3.0505382377272396, gd: 2, error: 41173.61075086662
